,,,Jul,10 or fewer,14,10 or fewer,9115
,,,Aug,10 or fewer,10 or fewer,10 or fewer,8762
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10558
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10191
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10828
,,,Dec,10 or fewer,10 or fewer,10 or fewer,11997
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,6911
,,,Feb,10 or fewer,10 or fewer,10 or fewer,6419
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7045
,,,Apr,10 or fewer,10 or fewer,13,6919
,,,May,10 or fewer,10 or fewer,10 or fewer,7078
,,,Jun,10 or fewer,10 or fewer,10 or fewer,6669
,,,Jul,10 or fewer,21,11,6948
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6764
,,,Sep,10 or fewer,10 or fewer,12,7398
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7545
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7107
,,,Dec,10 or fewer,10 or fewer,10 or fewer,6873
,≥ 25 and < 45 Years,2019,Jan,34,10 or fewer,10 or fewer,14419
,,,Feb,35,10 or fewer,11,12847
,,,Mar,32,10 or fewer,10 or fewer,14009
,,,Apr,40,10 or fewer,10 or fewer,13418
,,,May,54,10 or fewer,11,13921
,,,Jun,44,10 or fewer,11,14129
,,,Jul,51,48,13,14703
,,,Aug,45,10 or fewer,12,14560
,,,Sep,43,10 or fewer,14,13937
,,,Oct,42,10 or fewer,12,14371
,,,Nov,51,10 or fewer,13,13307
,,,Dec,44,10 or fewer,10 or fewer,14339
,≥ 45 and < 65 Years,2019,Jan,25,10 or fewer,10 or fewer,13022
,,,Feb,19,10 or fewer,10 or fewer,11811
,,,Mar,19,10 or fewer,10 or fewer,12994
,,,Apr,29,10 or fewer,10 or fewer,12409
,,,May,39,10 or fewer,10 or fewer,12889
,,,Jun,26,11,10 or fewer,13052
,,,Jul,28,45,10 or fewer,13898
,,,Aug,30,10 or fewer,10 or fewer,13582
,,,Sep,31,10 or fewer,10 or fewer,13096
,,,Oct,35,10 or fewer,10 or fewer,13531
,,,Nov,30,10 or fewer,10 or fewer,12661
,,,Dec,30,10 or fewer,10 or fewer,13525
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,11217
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10225
,,,Mar,10 or fewer,10 or fewer,10 or fewer,11262
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10865
,,,May,10 or fewer,10 or fewer,10 or fewer,11536
,,,Jun,10 or fewer,10 or fewer,10 or fewer,11501
,,,Jul,10 or fewer,19,10 or fewer,11931
,,,Aug,10 or fewer,10 or fewer,10 or fewer,11898
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11533
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11924
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11633
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12779
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,2965
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3062
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3015
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3215
,,,May,10 or fewer,10 or fewer,10 or fewer,3178
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3270
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3329
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3397
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3481
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3791
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3768
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3864
,"Total: Total includes all data under the Connecticut bucket, including data from rows not currently displayed.",2019,Jan,67,10 or fewer,19,61032
,,,Feb,59,10 or fewer,23,55220
,,,Mar,59,10 or fewer,18,60401
,,,Apr,77,10 or fewer,27,57264
,,,May,99,14,20,60060
,,,Jun,85,34,21,58453
,,,Jul,88,147,30,59920
,,,Aug,92,33,25,58958
,,,Sep,86,10 or fewer,28,59993
,,,Oct,87,10 or fewer,25,61344
,,,Nov,89,10 or fewer,19,59298
,,,Dec,88,10 or fewer,22,63372
Massachusetts,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,8469
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7539
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8452
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7854
,,,May,10 or fewer,10 or fewer,10 or fewer,7684
,,,Jun,10 or fewer,10 or fewer,10 or fewer,6891
,,,Jul,10 or fewer,10 or fewer,10 or fewer,7348
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7207
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8062
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7623
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7824
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9209
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,6222
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5658
,,,Mar,10 or fewer,10 or fewer,10 or fewer,6267
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6095
,,,May,10 or fewer,10 or fewer,10 or fewer,6237
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5831
,,,Jul,10 or fewer,20,10 or fewer,6930
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6874
,,,Sep,10 or fewer,10 or fewer,10 or fewer,7446
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7268
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6750
,,,Dec,10 or fewer,10 or fewer,10 or fewer,6429
,≥ 25 and < 45 Years,2019,Jan,66,10 or fewer,10 or fewer,13412
,,,Feb,67,10 or fewer,10 or fewer,12103
,,,Mar,70,10 or fewer,10 or fewer,13065
,,,Apr,59,10 or fewer,10 or fewer,12753
,,,May,94,10 or fewer,10 or fewer,13041
,,,Jun,68,10 or fewer,10 or fewer,12863
,,,Jul,83,23,10 or fewer,15615
,,,Aug,91,10 or fewer,10 or fewer,15422
,,,Sep,75,10 or fewer,10 or fewer,14652
,,,Oct,72,10 or fewer,10 or fewer,14472
,,,Nov,73,10 or fewer,10 or fewer,13698
,,,Dec,81,10 or fewer,10 or fewer,14181
,≥ 45 and < 65 Years,2019,Jan,17,10 or fewer,10 or fewer,11875
,,,Feb,20,10 or fewer,10 or fewer,11061
,,,Mar,25,10 or fewer,10 or fewer,11967
,,,Apr,28,10 or fewer,10 or fewer,11594
,,,May,35,10 or fewer,10 or fewer,11986
,,,Jun,30,10 or fewer,10 or fewer,11831
,,,Jul,36,38,10 or fewer,13864
,,,Aug,36,10 or fewer,10 or fewer,13526
,,,Sep,31,10 or fewer,10 or fewer,12814
,,,Oct,30,10 or fewer,10 or fewer,12780
,,,Nov,31,10 or fewer,10 or fewer,11965
,,,Dec,36,10 or fewer,10 or fewer,12714
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,11195
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10146
,,,Mar,10 or fewer,10 or fewer,10 or fewer,11129
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10872
,,,May,10 or fewer,10 or fewer,10 or fewer,11522
,,,Jun,10 or fewer,10 or fewer,10 or fewer,11021
,,,Jul,10 or fewer,27,10 or fewer,12564
,,,Aug,10 or fewer,10 or fewer,10 or fewer,11992
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11841
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11864
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11307
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12084
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1517
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1477
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1394
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1448
,,,May,10 or fewer,10 or fewer,10 or fewer,1396
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1414
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1344
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1499
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1334
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1631
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1438
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1394
,"Total: Total includes all data under the Massachusetts bucket, including data from rows not currently displayed.",2019,Jan,90,10 or fewer,10 or fewer,52682
,,,Feb,92,10 or fewer,10 or fewer,47981
,,,Mar,105,10 or fewer,10 or fewer,52268
,,,Apr,94,10 or fewer,10 or fewer,50613
,,,May,140,12,10 or fewer,51862
,,,Jun,110,22,17,49847
,,,Jul,132,115,17,57661
,,,Aug,144,34,10 or fewer,56511
,,,Sep,124,10 or fewer,12,56145
,,,Oct,119,10 or fewer,18,55632
,,,Nov,118,10 or fewer,12,52976
,,,Dec,137,10 or fewer,10 or fewer,56005
Minnesota,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,8899
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7410
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9192
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8434
,,,May,10 or fewer,10 or fewer,10 or fewer,8952
,,,Jun,10 or fewer,10 or fewer,10 or fewer,7637
,,,Jul,10 or fewer,10 or fewer,10 or fewer,7914
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7433
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8501
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8333
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9127
,,,Dec,10 or fewer,10 or fewer,10 or fewer,11928
,≥ 15 and < 25 Years,2019,Jan,11,10 or fewer,10 or fewer,6469
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5793
,,,Mar,13,10 or fewer,12,6504
,,,Apr,11,10 or fewer,10 or fewer,6390
,,,May,10 or fewer,10 or fewer,13,6465
,,,Jun,13,21,10 or fewer,6436
,,,Jul,22,24,12,7031
,,,Aug,10 or fewer,10 or fewer,13,6750
,,,Sep,19,10 or fewer,10 or fewer,7218
,,,Oct,10 or fewer,10 or fewer,11,6942
,,,Nov,18,10 or fewer,10 or fewer,6656
,,,Dec,11,10 or fewer,10 or fewer,7229
,≥ 25 and < 45 Years,2019,Jan,27,10 or fewer,12,13666
,,,Feb,27,10 or fewer,10 or fewer,12397
,,,Mar,31,10 or fewer,10 or fewer,14071
,,,Apr,31,10 or fewer,10 or fewer,13290
,,,May,28,10 or fewer,17,13886
,,,Jun,41,17,13,13773
,,,Jul,47,41,19,14801
,,,Aug,37,16,12,14446
,,,Sep,37,10 or fewer,10 or fewer,14228
,,,Oct,38,10 or fewer,10 or fewer,13924
,,,Nov,33,10 or fewer,11,13343
,,,Dec,32,10 or fewer,16,14882
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,11149
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10612
,,,Mar,16,10 or fewer,10 or fewer,11977
,,,Apr,13,10 or fewer,10 or fewer,11166
,,,May,17,10 or fewer,10 or fewer,11606
,,,Jun,10 or fewer,18,10 or fewer,11482
,,,Jul,12,28,10 or fewer,12410
,,,Aug,19,13,10 or fewer,12247
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11796
,,,Oct,13,10 or fewer,10 or fewer,11838
,,,Nov,11,10 or fewer,10 or fewer,11195
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12087
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,10313
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9263
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10892
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10603
,,,May,10 or fewer,10 or fewer,10 or fewer,11636
,,,Jun,10 or fewer,10 or fewer,10 or fewer,11161
,,,Jul,10 or fewer,35,10 or fewer,11820
,,,Aug,10 or fewer,10 or fewer,10 or fewer,11850
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11677
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11643
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11416
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12147
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1161
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1025
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1109
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1119
,,,May,10 or fewer,10 or fewer,10 or fewer,1159
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1101
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1169
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1165
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1075
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1194
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1107
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1138
,"Total: Total includes all data under the Minnesota bucket, including data from rows not currently displayed.",2019,Jan,47,10 or fewer,25,51649
,,,Feb,43,10 or fewer,19,46498
,,,Mar,62,10 or fewer,25,53739
,,,Apr,60,10 or fewer,22,50998
,,,May,57,14,35,53699
,,,Jun,66,68,22,51587
,,,Jul,85,137,36,55136
,,,Aug,67,41,28,53887
,,,Sep,71,16,21,54491
,,,Oct,64,10 or fewer,25,53867
,,,Nov,65,10 or fewer,17,52841
,,,Dec,54,10 or fewer,29,59403
Kentucky,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,11331
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10302
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10895
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10420
,,,May,10 or fewer,10 or fewer,10 or fewer,10570
,,,Jun,10 or fewer,10 or fewer,10 or fewer,8442
,,,Jul,10 or fewer,12,10 or fewer,8338
,,,Aug,10 or fewer,10 or fewer,10 or fewer,9230
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10420
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10639
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11383
,,,Dec,10 or fewer,10 or fewer,10 or fewer,13987
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,6364
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5789
,,,Mar,14,10 or fewer,10 or fewer,6459
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6280
,,,May,11,10 or fewer,10 or fewer,6497
,,,Jun,10 or fewer,13,10 or fewer,5880
,,,Jul,12,24,10 or fewer,6394
,,,Aug,13,14,10 or fewer,6647
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6808
,,,Oct,10 or fewer,10 or fewer,10 or fewer,6557
,,,Nov,14,10 or fewer,10 or fewer,6023
,,,Dec,12,10 or fewer,10 or fewer,6681
,≥ 25 and < 45 Years,2019,Jan,96,10 or fewer,10 or fewer,12936
,,,Feb,102,10 or fewer,10 or fewer,11880
,,,Mar,90,10 or fewer,10 or fewer,13179
,,,Apr,122,10 or fewer,10 or fewer,12820
,,,May,113,17,10 or fewer,13401
,,,Jun,103,20,10 or fewer,13283
,,,Jul,116,54,10 or fewer,13947
,,,Aug,110,32,10 or fewer,13705
,,,Sep,98,21,10 or fewer,13585
,,,Oct,82,10 or fewer,10 or fewer,13178
,,,Nov,79,10 or fewer,10 or fewer,12006
,,,Dec,109,10 or fewer,10 or fewer,13470
,≥ 45 and < 65 Years,2019,Jan,28,10 or fewer,10 or fewer,11805
,,,Feb,27,10 or fewer,10 or fewer,11066
,,,Mar,36,10 or fewer,10 or fewer,12278
,,,Apr,25,10 or fewer,10 or fewer,11756
,,,May,41,17,10 or fewer,12478
,,,Jun,23,19,10 or fewer,12138
,,,Jul,29,65,10 or fewer,12720
,,,Aug,27,35,10 or fewer,12667
,,,Sep,27,25,10 or fewer,12372
,,,Oct,22,10 or fewer,10 or fewer,11899
,,,Nov,39,10 or fewer,10 or fewer,11263
,,,Dec,32,10 or fewer,10 or fewer,12567
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,11129
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10551
,,,Mar,10 or fewer,10 or fewer,10 or fewer,11675
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11339
,,,May,10 or fewer,10 or fewer,10 or fewer,11673
,,,Jun,10 or fewer,13,10 or fewer,11535
,,,Jul,10 or fewer,22,10 or fewer,11647
,,,Aug,10 or fewer,18,10 or fewer,11574
,,,Sep,10 or fewer,12,10 or fewer,11639
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11438
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11103
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12165
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1571
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1381
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1397
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1425
,,,May,10 or fewer,10 or fewer,10 or fewer,1533
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1364
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1387
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1332
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1281
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1487
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1306
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1462
,"Total: Total includes all data under the Kentucky bucket, including data from rows not currently displayed.",2019,Jan,134,10 or fewer,14,55127
,,,Feb,140,10 or fewer,12,50965
,,,Mar,144,10 or fewer,11,55879
,,,Apr,163,10 or fewer,14,54035
,,,May,169,52,13,56143
,,,Jun,139,69,13,52638
,,,Jul,161,177,15,54428
,,,Aug,158,101,16,55151
,,,Sep,136,72,12,56099
,,,Oct,118,20,12,55192
,,,Nov,142,10 or fewer,12,53083
,,,Dec,159,10 or fewer,10 or fewer,60321
Louisiana,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,8255
,,,Feb,10 or fewer,10 or fewer,10 or fewer,11413
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9680
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8111
,,,May,10 or fewer,10 or fewer,10 or fewer,8009
,,,Jun,10 or fewer,10 or fewer,10 or fewer,7168
,,,Jul,10 or fewer,10 or fewer,10 or fewer,6715
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7652
,,,Sep,10 or fewer,12,10 or fewer,8918
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10221
,,,Nov,10 or fewer,10 or fewer,10 or fewer,12437
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10222
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,15,6837
,,,Feb,10 or fewer,10 or fewer,15,6920
,,,Mar,10 or fewer,10 or fewer,12,7249
,,,Apr,10 or fewer,10 or fewer,16,6661
,,,May,10 or fewer,10 or fewer,28,6661
,,,Jun,10 or fewer,26,18,6296
,,,Jul,10 or fewer,46,12,6251
,,,Aug,13,17,13,6894
,,,Sep,10 or fewer,37,21,7194
,,,Oct,13,10 or fewer,21,7151
,,,Nov,10 or fewer,10 or fewer,16,7216
,,,Dec,11,10 or fewer,23,6857
,≥ 25 and < 45 Years,2019,Jan,32,10 or fewer,13,14332
,,,Feb,34,10 or fewer,11,14119
,,,Mar,39,10 or fewer,15,14782
,,,Apr,40,10 or fewer,15,14025
,,,May,40,33,20,14782
,,,Jun,31,65,20,14355
,,,Jul,39,72,22,14455
,,,Aug,57,82,23,14914
,,,Sep,53,48,21,15020
,,,Oct,76,15,22,14655
,,,Nov,54,10 or fewer,15,14171
,,,Dec,62,10 or fewer,11,14552
,≥ 45 and < 65 Years,2019,Jan,12,10 or fewer,10 or fewer,11686
,,,Feb,16,10 or fewer,10 or fewer,11225
,,,Mar,10 or fewer,10 or fewer,10 or fewer,12013
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11470
,,,May,12,22,10 or fewer,11813
,,,Jun,20,63,10 or fewer,11704
,,,Jul,20,63,10 or fewer,11660
,,,Aug,24,68,10 or fewer,11783
,,,Sep,14,46,10 or fewer,11872
,,,Oct,19,10 or fewer,10 or fewer,11213
,,,Nov,13,10 or fewer,10 or fewer,10954
,,,Dec,23,10 or fewer,10 or fewer,11614
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,9310
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8871
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9769
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9168
,,,May,10 or fewer,14,10 or fewer,9417
,,,Jun,10 or fewer,21,10 or fewer,8859
,,,Jul,10 or fewer,29,10 or fewer,9238
,,,Aug,10 or fewer,17,10 or fewer,9137
,,,Sep,10 or fewer,17,10 or fewer,8946
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9166
,,,Nov,10 or fewer,10 or fewer,10 or fewer,8966
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9970
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1335
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1231
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1154
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1239
,,,May,10 or fewer,10 or fewer,10 or fewer,1209
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1160
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1176
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1137
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1113
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1182
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1173
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1238
,"Total: Total includes all data under the Louisiana bucket, including data from rows not currently displayed.",2019,Jan,50,10 or fewer,39,51752
,,,Feb,54,10 or fewer,33,53775
,,,Mar,56,10 or fewer,34,54641
,,,Apr,56,15,43,50672
,,,May,63,85,57,51887
,,,Jun,61,180,52,49540
,,,Jul,68,216,41,49489
,,,Aug,104,191,47,51513
,,,Sep,74,160,53,53061
,,,Oct,117,41,53,53584
,,,Nov,75,10 or fewer,44,54910
,,,Dec,104,10 or fewer,45,54446
South Carolina,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,8091
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8542
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8374
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7685
,,,May,10 or fewer,10 or fewer,10 or fewer,7809
,,,Jun,10 or fewer,10 or fewer,10 or fewer,6073
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5935
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7035
,,,Sep,10 or fewer,10 or fewer,10 or fewer,9584
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9851
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10118
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12997
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,15,6137
,,,Feb,10 or fewer,10 or fewer,12,5631
,,,Mar,10 or fewer,10 or fewer,17,5918
,,,Apr,10 or fewer,10 or fewer,19,5738
,,,May,10 or fewer,11,16,5930
,,,Jun,11,10 or fewer,11,5146
,,,Jul,10 or fewer,20,11,5440
,,,Aug,10 or fewer,12,10 or fewer,6557
,,,Sep,10 or fewer,14,11,7911
,,,Oct,13,10 or fewer,22,7706
,,,Nov,10 or fewer,10 or fewer,13,7198
,,,Dec,11,10 or fewer,17,7526
,≥ 25 and < 45 Years,2019,Jan,20,10 or fewer,13,12562
,,,Feb,16,10 or fewer,13,11528
,,,Mar,40,10 or fewer,21,12228
,,,Apr,22,10 or fewer,23,12112
,,,May,29,29,26,12776
,,,Jun,29,16,17,12244
,,,Jul,24,53,20,12796
,,,Aug,39,34,14,14323
,,,Sep,35,18,16,16125
,,,Oct,41,10 or fewer,20,15879
,,,Nov,29,10 or fewer,22,14632
,,,Dec,43,10 or fewer,24,16469
,≥ 45 and < 65 Years,2019,Jan,13,10 or fewer,10 or fewer,11215
,,,Feb,11,10 or fewer,11,10450
,,,Mar,13,10 or fewer,10 or fewer,11208
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11050
,,,May,16,25,10 or fewer,11678
,,,Jun,10 or fewer,20,10 or fewer,10874
,,,Jul,13,36,10 or fewer,11528
,,,Aug,13,23,10 or fewer,12544
,,,Sep,13,30,10 or fewer,13908
,,,Oct,19,10 or fewer,10 or fewer,13717
,,,Nov,16,10 or fewer,10 or fewer,12685
,,,Dec,12,10 or fewer,10 or fewer,13956
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,9357
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8884
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9390
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9266
,,,May,10 or fewer,20,10 or fewer,9727
,,,Jun,10 or fewer,10 or fewer,10 or fewer,9229
,,,Jul,10 or fewer,15,10 or fewer,9340
,,,Aug,10 or fewer,16,10 or fewer,10477
,,,Sep,10 or fewer,17,10 or fewer,11462
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11451
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10976
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12241
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1336
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1303
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1262
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1295
,,,May,10 or fewer,10 or fewer,10 or fewer,1245
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1279
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1216
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1206
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1318
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1542
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1323
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1361
,"Total: Total includes all data under the South Carolina bucket, including data from rows not currently displayed.",2019,Jan,40,10 or fewer,40,48690
,,,Feb,35,10 or fewer,36,46329
,,,Mar,62,10 or fewer,52,48372
,,,Apr,43,11,47,47143
,,,May,58,90,55,49159
,,,Jun,53,52,39,44844
,,,Jul,48,129,44,46247
,,,Aug,58,88,34,52134
,,,Sep,61,86,37,60301
,,,Oct,79,19,52,60139
,,,Nov,57,10 or fewer,50,56928
,,,Dec,72,10 or fewer,47,64538
Maryland,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,6572
,,,Feb,10 or fewer,10 or fewer,10 or fewer,6573
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7714
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6843
,,,May,10 or fewer,10 or fewer,10 or fewer,6915
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5797
,,,Jul,10 or fewer,20,10 or fewer,5457
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5092
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6040
,,,Oct,10 or fewer,10 or fewer,10 or fewer,6238
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6410
