,,,Dec,10 or fewer,10 or fewer,10 or fewer,13229
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,4088
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4170
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4326
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4048
,,,May,10 or fewer,10 or fewer,10 or fewer,4503
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4424
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4388
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4514
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4824
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4970
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4946
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5563
,"Total: Total includes all data under the Connecticut bucket, including data from rows not currently displayed.",2020,Jan,97,10 or fewer,24,68900
,,,Feb,89,10 or fewer,21,63972
,,,Mar,92,10 or fewer,17,53836
,,,Apr,89,10 or fewer,12,35630
,,,May,118,10 or fewer,28,42974
,,,Jun,104,37,36,48744
,,,Jul,104,98,47,54175
,,,Aug,106,44,45,56962
,,,Sep,76,10 or fewer,31,54876
,,,Oct,91,10 or fewer,46,55974
,,,Nov,77,10 or fewer,32,54861
,,,Dec,101,10 or fewer,41,56059
Minnesota,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,10389
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10056
,,,Mar,10 or fewer,10 or fewer,10 or fewer,6735
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2811
,,,May,10 or fewer,10 or fewer,10 or fewer,3905
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4783
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5666
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5273
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5188
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4826
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4155
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3733
,≥ 15 and < 25 Years,2020,Jan,21,10 or fewer,10 or fewer,7118
,,,Feb,26,10 or fewer,10 or fewer,6637
,,,Mar,19,10 or fewer,10 or fewer,5725
,,,Apr,21,10 or fewer,10 or fewer,3705
,,,May,35,10 or fewer,13,4719
,,,Jun,25,20,18,5583
,,,Jul,36,25,18,6703
,,,Aug,43,10 or fewer,17,6262
,,,Sep,22,10 or fewer,14,5823
,,,Oct,25,10 or fewer,21,6042
,,,Nov,25,10 or fewer,21,5455
,,,Dec,22,10 or fewer,15,5016
,≥ 25 and < 45 Years,2020,Jan,24,10 or fewer,10 or fewer,14758
,,,Feb,31,10 or fewer,10 or fewer,13673
,,,Mar,59,10 or fewer,10 or fewer,13149
,,,Apr,43,10 or fewer,10 or fewer,9187
,,,May,53,10 or fewer,16,11006
,,,Jun,51,28,32,11956
,,,Jul,51,47,33,13644
,,,Aug,64,11,28,13223
,,,Sep,51,10 or fewer,26,12610
,,,Oct,68,10 or fewer,29,12801
,,,Nov,48,10 or fewer,24,12100
,,,Dec,49,10 or fewer,11,11250
,≥ 45 and < 65 Years,2020,Jan,16,10 or fewer,10 or fewer,11910
,,,Feb,15,10 or fewer,10 or fewer,11560
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10389
,,,Apr,11,10 or fewer,10 or fewer,7923
,,,May,13,10 or fewer,10 or fewer,9681
,,,Jun,18,25,10 or fewer,10191
,,,Jul,19,38,10 or fewer,11139
,,,Aug,22,11,10 or fewer,10974
,,,Sep,20,10 or fewer,10 or fewer,10416
,,,Oct,16,10 or fewer,10 or fewer,10938
,,,Nov,20,10 or fewer,10 or fewer,10927
,,,Dec,22,10 or fewer,10 or fewer,9713
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,11848
,,,Feb,10 or fewer,10 or fewer,10 or fewer,11318
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9704
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7565
,,,May,10 or fewer,10 or fewer,10 or fewer,9114
,,,Jun,10 or fewer,26,10 or fewer,10149
,,,Jul,10 or fewer,29,10 or fewer,10718
,,,Aug,10 or fewer,11,10 or fewer,11070
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10791
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11344
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11398
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10649
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1322
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1308
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1280
,,,Apr,10 or fewer,10 or fewer,10 or fewer,872
,,,May,10 or fewer,10 or fewer,10 or fewer,984
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1141
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1109
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1115
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1148
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1195
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1249
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1477
,"Total: Total includes all data under the Minnesota bucket, including data from rows not currently displayed.",2020,Jan,68,10 or fewer,13,57341
,,,Feb,78,10 or fewer,12,54548
,,,Mar,89,10 or fewer,22,46979
,,,Apr,82,10 or fewer,18,32058
,,,May,108,10 or fewer,36,39405
,,,Jun,96,105,63,43800
,,,Jul,109,144,60,48972
,,,Aug,130,43,52,47908
,,,Sep,103,10 or fewer,47,45969
,,,Oct,114,10 or fewer,57,47142
,,,Nov,95,10 or fewer,49,45275
,,,Dec,96,10 or fewer,31,41832
South Carolina,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,10448
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10123
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7948
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3067
,,,May,10 or fewer,10 or fewer,10 or fewer,3876
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4355
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4653
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4677
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5240
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5642
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5075
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4804
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,18,7595
,,,Feb,10 or fewer,10 or fewer,15,7090
,,,Mar,22,10 or fewer,17,6585
,,,Apr,17,10 or fewer,25,3554
,,,May,25,10 or fewer,32,4699
,,,Jun,16,12,25,5649
,,,Jul,24,26,28,5967
,,,Aug,18,10 or fewer,20,5834
,,,Sep,13,10 or fewer,20,5945
,,,Oct,12,10 or fewer,21,6411
,,,Nov,13,10 or fewer,21,5842
,,,Dec,16,10 or fewer,27,5615
,≥ 25 and < 45 Years,2020,Jan,39,10 or fewer,15,16699
,,,Feb,30,10 or fewer,10 or fewer,15235
,,,Mar,41,10 or fewer,27,14163
,,,Apr,60,10 or fewer,25,9006
,,,May,74,10 or fewer,25,11278
,,,Jun,63,26,23,13160
,,,Jul,61,60,31,13737
,,,Aug,47,25,20,13472
,,,Sep,49,11,39,13099
,,,Oct,58,10 or fewer,34,13892
,,,Nov,55,10 or fewer,39,13307
,,,Dec,53,10 or fewer,32,13418
,≥ 45 and < 65 Years,2020,Jan,13,10 or fewer,10 or fewer,14379
,,,Feb,10 or fewer,10 or fewer,10 or fewer,13134
,,,Mar,23,10 or fewer,10 or fewer,12061
,,,Apr,23,10 or fewer,13,8180
,,,May,30,10 or fewer,10 or fewer,10012
,,,Jun,24,17,10 or fewer,11710
,,,Jul,23,52,14,12567
,,,Aug,25,23,10 or fewer,11938
,,,Sep,25,10 or fewer,10 or fewer,11362
,,,Oct,19,10 or fewer,13,11932
,,,Nov,27,10 or fewer,10 or fewer,11697
,,,Dec,17,10 or fewer,11,12040
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,11961
,,,Feb,10 or fewer,10 or fewer,10 or fewer,11076
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9397
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6927
,,,May,10 or fewer,10 or fewer,10 or fewer,8641
,,,Jun,10 or fewer,10 or fewer,10 or fewer,9265
,,,Jul,10 or fewer,31,10 or fewer,10218
,,,Aug,10 or fewer,15,10 or fewer,10008
,,,Sep,10 or fewer,10 or fewer,10 or fewer,9921
,,,Oct,12,10 or fewer,10 or fewer,10581
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10176
,,,Dec,10 or fewer,10 or fewer,10 or fewer,11517
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1681
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1490
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1455
,,,Apr,10 or fewer,10 or fewer,10 or fewer,996
,,,May,10 or fewer,10 or fewer,10 or fewer,1003
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1208
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1507
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1586
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1585
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1476
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1484
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1704
,"Total: Total includes all data under the South Carolina bucket, including data from rows not currently displayed.",2020,Jan,65,10 or fewer,47,62754
,,,Feb,42,10 or fewer,33,58138
,,,Mar,89,10 or fewer,54,51601
,,,Apr,103,10 or fewer,66,31723
,,,May,133,15,72,39500
,,,Jun,109,67,60,45344
,,,Jul,114,172,80,48645
,,,Aug,98,75,55,47505
,,,Sep,96,26,72,47146
,,,Oct,101,10 or fewer,73,49927
,,,Nov,97,10 or fewer,81,47575
,,,Dec,90,10 or fewer,79,49091
Louisiana,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,9165
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9578
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9022
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3133
,,,May,10 or fewer,10 or fewer,10 or fewer,4142
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5165
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5626
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5640
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6312
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7016
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7440
,,,Dec,10 or fewer,10 or fewer,10 or fewer,6793
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,20,6955
,,,Feb,10 or fewer,10 or fewer,12,6503
,,,Mar,10 or fewer,10 or fewer,22,6567
,,,Apr,10 or fewer,10 or fewer,30,3495
,,,May,10 or fewer,10 or fewer,26,4532
,,,Jun,10 or fewer,18,31,6038
,,,Jul,13,26,34,6580
,,,Aug,10 or fewer,15,27,6057
,,,Sep,10 or fewer,12,35,6185
,,,Oct,10 or fewer,10 or fewer,42,6577
,,,Nov,14,10 or fewer,30,6692
,,,Dec,12,10 or fewer,33,6307
,≥ 25 and < 45 Years,2020,Jan,76,10 or fewer,23,15108
,,,Feb,51,10 or fewer,17,14378
,,,Mar,45,10 or fewer,24,14902
,,,Apr,73,10 or fewer,18,9159
,,,May,90,10 or fewer,28,10913
,,,Jun,69,30,23,12872
,,,Jul,94,71,36,14107
,,,Aug,97,49,30,13431
,,,Sep,68,36,32,13271
,,,Oct,71,10 or fewer,19,13340
,,,Nov,92,10 or fewer,41,13823
,,,Dec,93,10 or fewer,34,14014
,≥ 45 and < 65 Years,2020,Jan,22,10 or fewer,10 or fewer,12167
,,,Feb,21,10 or fewer,10 or fewer,11456
,,,Mar,15,10 or fewer,10 or fewer,11700
,,,Apr,18,10 or fewer,10 or fewer,7702
,,,May,29,10 or fewer,10 or fewer,8939
,,,Jun,32,29,10 or fewer,9990
,,,Jul,26,57,10 or fewer,11050
,,,Aug,27,46,10 or fewer,10746
,,,Sep,26,20,10 or fewer,10389
,,,Oct,32,10 or fewer,10 or fewer,10624
,,,Nov,31,10 or fewer,10 or fewer,10748
,,,Dec,18,10 or fewer,10 or fewer,11320
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,9717
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9265
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8651
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6428
,,,May,10 or fewer,10 or fewer,10 or fewer,7298
,,,Jun,10 or fewer,10 or fewer,10 or fewer,7842
,,,Jul,10 or fewer,22,10 or fewer,8525
,,,Aug,10 or fewer,18,10 or fewer,8844
,,,Sep,10 or fewer,13,10 or fewer,8776
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9077
,,,Nov,10 or fewer,10 or fewer,10 or fewer,8939
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9902
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1276
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1284
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1237
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1367
,,,May,10 or fewer,10 or fewer,10 or fewer,1124
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1138
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1187
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1273
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1452
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1246
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1255
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1397
,"Total: Total includes all data under the Louisiana bucket, including data from rows not currently displayed.",2020,Jan,108,10 or fewer,51,54382
,,,Feb,81,10 or fewer,37,52461
,,,Mar,74,10 or fewer,56,52070
,,,Apr,100,10 or fewer,53,31282
,,,May,135,30,64,36944
,,,Jun,116,89,66,43040
,,,Jul,142,177,84,47072
,,,Aug,135,133,68,45986
,,,Sep,104,83,85,46382
,,,Oct,115,10 or fewer,78,47874
,,,Nov,142,10 or fewer,83,48888
,,,Dec,128,10 or fewer,86,49727
Massachusetts,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,10693
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9217
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5464
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1659
,,,May,10 or fewer,10 or fewer,10 or fewer,2575
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3195
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4067
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4482
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4195
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4090
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3745
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3485
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,7585
,,,Feb,10 or fewer,10 or fewer,10 or fewer,6822
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5480
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2700
,,,May,15,10 or fewer,10 or fewer,3522
,,,Jun,11,10 or fewer,10 or fewer,4300
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5293
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5484
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5194
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5329
,,,Nov,10 or fewer,10 or fewer,11,5109
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4749
,≥ 25 and < 45 Years,2020,Jan,66,10 or fewer,10 or fewer,15843
,,,Feb,70,10 or fewer,10 or fewer,14541
,,,Mar,55,10 or fewer,10 or fewer,12841
,,,Apr,55,10 or fewer,10 or fewer,8120
,,,May,88,10 or fewer,10 or fewer,9187
,,,Jun,83,10 or fewer,13,10613
,,,Jul,70,23,13,12305
,,,Aug,75,11,10 or fewer,12425
,,,Sep,59,10 or fewer,10 or fewer,11683
,,,Oct,58,10 or fewer,10 or fewer,11861
,,,Nov,53,10 or fewer,10 or fewer,11647
,,,Dec,51,10 or fewer,10 or fewer,11670
,≥ 45 and < 65 Years,2020,Jan,24,10 or fewer,10 or fewer,13351
,,,Feb,23,10 or fewer,10 or fewer,12329
,,,Mar,29,10 or fewer,10 or fewer,10648
,,,Apr,29,10 or fewer,10 or fewer,8096
,,,May,31,10 or fewer,10 or fewer,8950
,,,Jun,32,10 or fewer,10 or fewer,9853
,,,Jul,48,15,10 or fewer,10917
,,,Aug,39,10 or fewer,10 or fewer,11386
,,,Sep,24,10 or fewer,10 or fewer,10788
,,,Oct,30,10 or fewer,10 or fewer,10889
,,,Nov,16,10 or fewer,10 or fewer,10457
,,,Dec,31,10 or fewer,10 or fewer,10964
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,12517
,,,Feb,10 or fewer,10 or fewer,10 or fewer,11372
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9011
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7170
,,,May,10 or fewer,10 or fewer,10 or fewer,8789
,,,Jun,10 or fewer,10 or fewer,10 or fewer,9598
,,,Jul,10 or fewer,12,10 or fewer,10117
,,,Aug,10 or fewer,10 or fewer,10 or fewer,10165
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10135
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10231
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9961
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10491
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1583
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1537
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1595
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1245
,,,May,10 or fewer,10 or fewer,10 or fewer,1515
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1455
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1377
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1409
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1449
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1455
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1484
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1609
,"Total: Total includes all data under the Massachusetts bucket, including data from rows not currently displayed.",2020,Jan,106,10 or fewer,10 or fewer,61570
,,,Feb,107,10 or fewer,11,55814
,,,Mar,98,10 or fewer,10 or fewer,45031
,,,Apr,96,10 or fewer,10 or fewer,28987
,,,May,136,10 or fewer,19,34536
,,,Jun,132,29,20,39011
,,,Jul,127,67,28,44071
,,,Aug,130,22,16,45348
,,,Sep,94,10 or fewer,18,43438
,,,Oct,101,10 or fewer,10 or fewer,43852
,,,Nov,77,10 or fewer,19,42400
,,,Dec,91,10 or fewer,13,42968
Kentucky,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,11527
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10857
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8205
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3179
,,,May,10 or fewer,10 or fewer,10 or fewer,4256
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4887
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5729
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5580
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5556
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5983
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5443
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4637
,≥ 15 and < 25 Years,2020,Jan,14,10 or fewer,10 or fewer,6648
,,,Feb,22,10 or fewer,10 or fewer,6103
,,,Mar,15,10 or fewer,10 or fewer,5416
,,,Apr,18,10 or fewer,10 or fewer,2933
,,,May,17,10 or fewer,10 or fewer,3988
,,,Jun,21,14,10 or fewer,4957
,,,Jul,14,28,10 or fewer,5529
,,,Aug,17,10 or fewer,10 or fewer,5383
,,,Sep,19,10 or fewer,10 or fewer,5283
,,,Oct,17,10 or fewer,10 or fewer,5572
,,,Nov,12,10 or fewer,10 or fewer,5359
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4874
,≥ 25 and < 45 Years,2020,Jan,92,10 or fewer,10 or fewer,13518
,,,Feb,85,10 or fewer,10 or fewer,12265
,,,Mar,87,10 or fewer,10 or fewer,11668
,,,Apr,110,10 or fewer,10 or fewer,7677
,,,May,161,10 or fewer,10 or fewer,9460
,,,Jun,145,25,10 or fewer,11228
,,,Jul,130,71,10 or fewer,12463
,,,Aug,125,12,10 or fewer,11914
,,,Sep,111,10 or fewer,13,11119
,,,Oct,101,10 or fewer,10 or fewer,12008
,,,Nov,88,10 or fewer,11,11814
,,,Dec,79,10 or fewer,15,11259
,≥ 45 and < 65 Years,2020,Jan,24,10 or fewer,10 or fewer,12229
,,,Feb,30,10 or fewer,10 or fewer,11345
,,,Mar,30,10 or fewer,10 or fewer,10240
,,,Apr,40,10 or fewer,10 or fewer,7054
,,,May,58,10 or fewer,10 or fewer,9149
,,,Jun,55,20,10 or fewer,10416
,,,Jul,51,57,10 or fewer,11104
,,,Aug,47,18,10 or fewer,11058
,,,Sep,47,10 or fewer,10 or fewer,10427
,,,Oct,38,10 or fewer,10 or fewer,11114
,,,Nov,25,10 or fewer,10 or fewer,11189
,,,Dec,30,10 or fewer,10 or fewer,10452
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,11762
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10769
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8987
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6530
,,,May,10 or fewer,10 or fewer,10 or fewer,8474
,,,Jun,10 or fewer,12,10 or fewer,9456
,,,Jul,10 or fewer,26,10 or fewer,10003
,,,Aug,10 or fewer,10 or fewer,10 or fewer,9964
,,,Sep,10 or fewer,10 or fewer,10 or fewer,9952
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10903
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10795
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10823
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1591
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1369
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1415
,,,Apr,10 or fewer,10 or fewer,10 or fewer,966
,,,May,10 or fewer,10 or fewer,10 or fewer,1002
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1153
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1321
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1306
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1407
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1358
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1429
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1586
,"Total: Total includes all data under the Kentucky bucket, including data from rows not currently displayed.",2020,Jan,132,10 or fewer,11,57269
,,,Feb,139,10 or fewer,13,52706
,,,Mar,134,10 or fewer,12,45923
,,,Apr,171,10 or fewer,10 or fewer,28336
,,,May,244,18,23,36325
,,,Jun,227,72,21,42093
,,,Jul,205,188,25,46143
,,,Aug,196,45,20,45203
,,,Sep,183,17,27,43743
,,,Oct,164,10 or fewer,19,46937
,,,Nov,132,10 or fewer,22,46024
,,,Dec,124,10 or fewer,24,43624
Maryland,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,7915
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7131
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5045
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1735
,,,May,10 or fewer,10 or fewer,10 or fewer,2436
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2937
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3354
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3483
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3444
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3608
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3373
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3040
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,11,5585
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5395
,,,Mar,10 or fewer,10 or fewer,11,4620
,,,Apr,10 or fewer,10 or fewer,11,2506
,,,May,11,10 or fewer,17,3240
,,,Jun,10 or fewer,10 or fewer,13,3869
,,,Jul,12,13,23,4663
,,,Aug,14,10 or fewer,17,4519
,,,Sep,10 or fewer,10 or fewer,22,4429
,,,Oct,10 or fewer,10 or fewer,18,4683
,,,Nov,10 or fewer,10 or fewer,13,4592
,,,Dec,10 or fewer,10 or fewer,12,4003
,≥ 25 and < 45 Years,2020,Jan,34,10 or fewer,20,12637
,,,Feb,21,10 or fewer,20,11341
,,,Mar,37,10 or fewer,14,11094
,,,Apr,36,10 or fewer,14,7337
,,,May,70,10 or fewer,17,8584
,,,Jun,57,21,15,9723
,,,Jul,75,59,22,11342
,,,Aug,58,18,22,11515
,,,Sep,42,10 or fewer,14,10725
,,,Oct,53,10 or fewer,17,11508
,,,Nov,52,10 or fewer,20,10887
,,,Dec,44,10 or fewer,15,10227
,≥ 45 and < 65 Years,2020,Jan,24,10 or fewer,10 or fewer,10741
,,,Feb,20,10 or fewer,10 or fewer,9976
,,,Mar,23,10 or fewer,10 or fewer,9367
,,,Apr,20,10 or fewer,10 or fewer,6784
,,,May,34,10 or fewer,10 or fewer,8048
,,,Jun,28,14,10 or fewer,8923
,,,Jul,52,52,10 or fewer,9856
,,,Aug,61,12,10 or fewer,10202
,,,Sep,34,10 or fewer,10 or fewer,9665
,,,Oct,35,10 or fewer,10 or fewer,10077
,,,Nov,25,10 or fewer,10 or fewer,9725
,,,Dec,28,10 or fewer,10 or fewer,9805
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,9074
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8266
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7474
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5550
,,,May,10 or fewer,10 or fewer,10 or fewer,6944
,,,Jun,10 or fewer,12,10 or fewer,7835
,,,Jul,10 or fewer,26,10 or fewer,8327
,,,Aug,10 or fewer,14,10 or fewer,8424
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8579
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8725
,,,Nov,10 or fewer,10 or fewer,10 or fewer,8485
,,,Dec,10 or fewer,10 or fewer,10 or fewer,8619
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1242
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1197
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1167
,,,Apr,10 or fewer,10 or fewer,10 or fewer,946
,,,May,10 or fewer,10 or fewer,10 or fewer,1126
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1158
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1194
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1194
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1300
