Session Title,OBESITY by ICD and BMI County Age 2025,,,
,"ROWAN, NC",54.63%,33.81%,7465
,"MAGOFFIN, KY",57.65%,36.16%,307
,"BRACKEN, KY",53.57%,30.36%,392
,"GRANT, KY",59.79%,37.00%,2703
,"WILKES, NC",58.19%,34.40%,1282
,"RED WILLOW, NE",53.85%,19.23%,182
,"ATTALA, MS",57.50%,26.79%,840
,"HYDE, NC",55.40%,28.78%,139
,"TEXAS, MO",49.83%,22.53%,293
,"ADAMS, MS",43.48%,16.72%,299
,"RICHARDSON, NE",44.44%,22.22%,99
,"MARSHALL, MS",54.01%,21.70%,1470
,"CALDWELL, KY",55.82%,38.90%,455
,"SCOTT, MS",55.07%,21.73%,1026
,"HARNETT, NC",52.55%,28.62%,7616
,"ALAMANCE, NC",54.49%,31.36%,14793
,"HARDIN, KY",57.25%,35.15%,10628
,"JONES, NC",52.94%,36.27%,204
,"DUNKLIN, MO",57.71%,51.43%,558
,"COAHOMA, MS",63.47%,35.16%,219
,"VALENCIA, NM",50.55%,25.60%,914
,"LUCE, MI",-,-,11
,"BOYD, NE",60.87%,-,23
,"LIVINGSTON, KY",58.83%,37.28%,566
,"DAVIESS, MO",55.91%,20.45%,220
,"POINTE COUPEE, LA",54.74%,26.80%,1235
,"RUSSELL, KY",51.57%,27.04%,159
,"PEARL RIVER, MS",56.51%,26.75%,4224
,"VALLEY, NE",50.68%,21.92%,73
,"OTOE, NE",46.06%,20.50%,317
,"CLINTON, NY",52.88%,19.29%,4760
,"HINDS, MS",52.59%,23.66%,12893
,"ANTELOPE, NE",54.85%,16.50%,206
,"STOKES, NC",56.51%,30.10%,2794
,"PEMISCOT, MO",59.48%,50.98%,459
,"MORGAN, MO",-,-,23
,"FREEBORN, MN",46.98%,25.50%,149
,"VERNON, MO",49.32%,20.55%,73
,"WHITLEY, KY",58.55%,29.19%,3018
,"PANOLA, MS",60.98%,24.80%,1125
,"BATES, MO",46.64%,22.13%,253
,"MILLE LACS, MN",54.61%,36.87%,1432
,"CUMBERLAND, NC",52.40%,26.65%,17509
,"LYON, KY",53.18%,40.45%,314
,"BRECKINRIDGE, KY",59.10%,32.99%,670
,"OCEANA, MI",55.57%,40.55%,2084
,"DESOTO, MS",54.27%,23.23%,8426
,"BROWN, NE",-,-,28
,"MARION, MO",-,-,18
,"WEBSTER, MS",57.94%,30.69%,554
,"TORRANCE, NM",51.32%,23.68%,152
,"PETTIS, MO",49.57%,16.52%,115
,"SARPY, NE",46.94%,20.79%,9429
,"BULLITT, KY",56.26%,34.29%,7480
,"BOLLINGER, MO",60.75%,67.43%,479
,"REYNOLDS, MO",62.38%,69.31%,101
,"JOHNSTON, NC",53.39%,26.47%,15237
,"HOKE, NC",50.60%,24.09%,1905
,"SUNFLOWER, MS",57.55%,30.20%,245
,"CLAY, NE",53.47%,26.40%,303
,"BALLARD, KY",60.86%,42.00%,419
,"NIAGARA, NY",50.52%,26.76%,6536
,"SURRY, NC",58.77%,37.20%,2406
,"ROCKINGHAM, NC",56.87%,28.61%,6068
,"PERQUIMANS, NC",55.46%,31.21%,705
,"MCCREARY, KY",55.95%,22.81%,513
,"RANDOLPH, NC",53.12%,27.26%,4761
,"ORLEANS, NY",50.43%,23.40%,2671
,"SIMPSON, MS",54.95%,27.54%,828
,"PERRY, MO",53.92%,63.13%,217
,"POLK, NE",39.34%,21.31%,61
,"CHOWAN, NC",57.56%,29.84%,992
,"MARSHALL, KY",56.29%,32.97%,2217
,"YADKIN, NC",55.47%,36.55%,1918
,"UNION, KY",59.70%,43.13%,881
,"CARROLL, MO",54.14%,30.83%,133
,"BOONE, NE",36.45%,12.15%,107
,"PULASKI, KY",55.29%,28.50%,1172
,"TRIGG, KY",55.56%,30.77%,117
,"AITKIN, MN",50.88%,28.91%,678
,"JOHNSON, MO",46.12%,16.89%,657
,"MADISON, LA",50.00%,35.83%,120
,"ASSUMPTION, LA",55.92%,30.69%,896
,"CATTARAUGUS, NY",50.42%,27.71%,599
,"MONTGOMERY, MS",60.65%,38.81%,371
,"MARION, KY",58.13%,32.52%,449
,"SAINT JAMES, LA",57.05%,32.25%,766
,"CASS, MI",53.99%,28.46%,2245
,"FRANKLIN, NC",53.06%,29.00%,4293
,"SCHOHARIE, NY",54.71%,30.03%,1815
,"SEWARD, NE",51.08%,21.89%,370
,"FRONTIER, NE",50.00%,19.57%,92
,"PLATTE, NE",39.23%,14.59%,418
,"WASHINGTON, MD",52.21%,26.27%,10945
,"WEST BATON ROUGE, LA",56.69%,32.64%,2166
,"GARRARD, KY",55.61%,33.29%,847
,"MUSKEGON, MI",52.77%,32.54%,16268
,"LESLIE, KY",59.12%,31.45%,318
,"SAINT CHARLES, LA",53.13%,30.78%,2797
,"LEAKE, MS",51.12%,21.28%,1344
,"ROCKCASTLE, KY",59.33%,34.00%,450
,"LEWIS, NY",45.98%,23.56%,174
,"STONE, MS",58.37%,26.39%,735
,"WASHINGTON, LA",56.20%,31.41%,2502
,"RAY, MO",47.98%,16.47%,346
,"CASS, MO",48.97%,21.63%,3163
,"MUSSELSHELL, MT",54.05%,22.52%,111
,"KNOTT, KY",61.56%,36.99%,346
,"HERKIMER, NY",52.58%,25.33%,4102
,"BARTON, MO",-,-,30
,"OSAGE, MO",46.15%,-,26
,"HENDERSON, KY",57.65%,32.02%,3379
,"RIPLEY, MO",54.76%,62.93%,294
,"ADAMS, NE",56.33%,29.58%,2015
,"CARROLL, KY",60.24%,35.64%,752
,"ITASCA, MN",54.92%,32.35%,2986
,"WHEELER, NE",-,-,10 or fewer
,"GUADALUPE, NM",41.18%,-,34
,"WEBSTER, KY",57.26%,37.97%,503
,"GRANVILLE, NC",51.87%,29.93%,2940
,"DELTA, MI",54.88%,22.44%,2099
,"SAINT BERNARD, LA",50.16%,25.05%,1900
,"SAINT MARTIN, LA",54.24%,29.24%,2640
,"MISSISSIPPI, MO",61.74%,72.63%,643
,"MASON, MI",49.72%,31.33%,2148
,"ANSON, NC",57.58%,36.15%,462
,"DONA ANA, NM",46.51%,28.05%,688
,"CHENANGO, NY",54.83%,25.40%,3602
,"DUPLIN, NC",53.82%,31.99%,2763
,"WEBSTER, NE",52.84%,27.84%,176
,"MONTCALM, MI",51.52%,28.02%,5064
,"MCKINLEY, NM",47.67%,23.32%,193
,"MONROE, MI",49.97%,31.37%,10640
,"WARREN, MS",50.91%,20.62%,994
,"PISCATAQUIS, ME",48.65%,27.93%,111
,"JACKSON, MI",51.68%,29.30%,13200
,"ANNE ARUNDEL, MD",44.63%,32.06%,18143
,"RANDOLPH, MO",-,-,17
,"COLFAX, NE",42.86%,13.39%,112
,"OSCEOLA, MI",53.91%,28.45%,1434
,"SCOTLAND, NC",44.78%,22.89%,402
,"TISHOMINGO, MS",57.78%,26.10%,1253
,"PHELPS, MO",51.79%,21.26%,2902
,"CARROLL, MS",62.02%,32.40%,287
,"TALLAHATCHIE, MS",56.20%,26.03%,242
,"ITAWAMBA, MS",56.70%,27.31%,1589
,"CHEROKEE, NC",53.84%,26.71%,951
,"GREEN, KY",52.53%,29.95%,217
,"YALOBUSHA, MS",50.83%,18.17%,545
,"SAINT LAWRENCE, NY",53.78%,27.39%,6540
,"PRINCE GEORGES, MD",45.32%,19.67%,15249
,"SAINT CLAIR, MO",51.35%,-,37
,"WAYNE, MO",59.56%,71.33%,450
,"SAINT LANDRY, LA",54.44%,30.31%,2072
,"LAUDERDALE, MS",55.48%,29.25%,4724
,"HARFORD, MD",46.28%,32.61%,10797
,"MADISON, NY",52.57%,24.23%,1651
,"JACKSON, MS",53.37%,22.34%,8359
,"MOREHOUSE, LA",50.00%,30.72%,472
,"BOX BUTTE, NE",49.13%,27.17%,173
,"ALLEGANY, MD",50.22%,22.94%,1338
,"MONTGOMERY, NY",49.06%,25.69%,1117
,"CHERRY, NE",43.53%,16.47%,85
,"IBERIA, LA",53.23%,27.91%,1813
,"TANGIPAHOA, LA",53.64%,25.45%,9699
,"PENOBSCOT, ME",44.59%,26.54%,4077
,"NUCKOLLS, NE",50.60%,18.07%,83
,"RANKIN, MS",50.95%,23.22%,8450
,"GRANT, MN",46.91%,29.94%,324
,"LIVINGSTON, MO",58.39%,30.42%,858
,"FRANKLIN, KY",58.25%,38.78%,2968
,"MORRISON, MN",52.77%,29.33%,1698
,"IONIA, MI",53.24%,29.89%,3935
,"CRITTENDEN, KY",57.52%,33.08%,266
,"CLAY, MO",44.06%,20.47%,8021
,"CHAUTAUQUA, NY",50.15%,17.68%,1312
,"JACKSON, MO",43.07%,20.40%,28640
,"WASHINGTON, NY",48.65%,23.39%,2339
,"MECOSTA, MI",52.12%,28.79%,3064
,"KANABEC, MN",49.76%,33.18%,211
,"BREATHITT, KY",54.50%,29.86%,211
,"COOPER, MO",45.45%,-,33
,"NODAWAY, MO",50.15%,16.82%,1308
,"MASON, KY",59.03%,40.28%,288
,"DEUEL, NE",59.65%,35.09%,57
,"GAGE, NE",53.69%,29.10%,1598
,"PERSON, NC",54.10%,31.74%,1843
,"NEWAYGO, MI",50.17%,28.99%,3791
,"LAMAR, MS",57.66%,29.26%,3760
,"CORTLAND, NY",48.42%,21.52%,2937
,"STODDARD, MO",60.02%,68.79%,1163
,"PITT, NC",54.96%,34.13%,10901
,"EAST FELICIANA, LA",55.17%,23.86%,1006
,"GRAVES, KY",54.41%,33.78%,1711
,"MCDOWELL, NC",53.35%,24.85%,2032
,"TATE, MS",56.13%,26.74%,718
,"MARTIN, MN",52.62%,34.69%,591
,"GLOUCESTER, NJ",46.03%,25.21%,17183
,"HART, KY",49.71%,25.88%,340
,"PASSAIC, NJ",44.16%,27.59%,7593
,"PONTOTOC, MS",55.75%,22.40%,1808
,"GRUNDY, MO",50.26%,27.86%,585
,"RICHLAND, LA",50.00%,27.61%,460
,"ISANTI, MN",52.10%,30.74%,1236
,"MORRILL, NE",54.47%,30.89%,123
,"RED LAKE, MN",50.93%,29.81%,322
,"ALGER, MI",52.86%,-,70
,"MAHNOMEN, MN",54.55%,28.37%,363
,"BURT, NE",40.30%,22.39%,67
,"ISSAQUENA, MS",-,-,10 or fewer
,"PRENTISS, MS",56.43%,27.07%,1570
,"CALHOUN, MI",50.90%,22.38%,8765
,"SHELBY, KY",55.68%,32.43%,3583
,"NORMAN, MN",47.14%,29.98%,507
,"CRAWFORD, MO",55.17%,18.10%,348
,"OUACHITA, LA",52.39%,29.71%,7877
,"GENESEE, NY",49.91%,22.40%,4630
,"TODD, MN",50.70%,26.05%,1505
,"CALCASIEU, LA",45.65%,18.00%,6940
,"DAVIE, NC",52.30%,36.14%,2067
,"GARRETT, MD",48.88%,18.00%,1778
,"SHANNON, MO",-,-,28
,"UNION, LA",58.62%,29.89%,348
,"CARTER, KY",53.02%,30.94%,530
,"BRANCH, MI",48.86%,23.19%,2497
,"BOONE, KY",52.20%,31.98%,12539
,"ARENAC, MI",41.38%,-,29
,"OWEN, KY",55.33%,33.33%,441
,"RICHLAND, MT",50.69%,29.36%,872
,"CALHOUN, MS",54.48%,20.63%,703
,"WASHINGTON, NE",42.86%,20.56%,287
,"SENECA, NY",52.83%,24.35%,1503
,"ERIE, NY",47.06%,23.75%,23553
,"ACADIA, LA",55.81%,28.17%,2428
,"BENTON, MS",54.08%,17.18%,355
,"WYOMING, NY",50.98%,22.64%,1687
,"RENSSELAER, NY",48.29%,24.52%,11111
,"LOWNDES, MS",51.96%,22.38%,3468
,"CAYUGA, NY",46.47%,19.31%,1248
,"TENSAS, LA",40.54%,32.43%,37
,"WASHINGTON, MS",49.60%,29.76%,373
,"BEAUREGARD, LA",46.18%,14.81%,628
,"DORCHESTER, MD",51.48%,23.26%,2395
,"FRANKLIN, LA",46.04%,30.57%,265
,"BRUNSWICK, NC",49.81%,30.92%,8039
,"CALLOWAY, KY",53.34%,29.26%,793
,"MERCER, MO",40.96%,24.10%,166
,"KENTON, KY",48.78%,30.06%,17693
,"BOYLE, KY",51.83%,28.10%,573
,"ELLIOTT, KY",63.76%,43.62%,149
,"BUTLER, MO",54.82%,66.28%,1877
,"MCCRACKEN, KY",55.33%,36.04%,5758
,"PINE, MN",51.63%,27.78%,889
,"WOODFORD, KY",46.94%,30.26%,965
,"MONTGOMERY, NC",48.40%,23.29%,219
,"CONCORDIA, LA",47.76%,20.90%,134
,"SAUNDERS, NE",46.41%,16.99%,418
,"GLACIER, MT",50.35%,24.48%,143
,"WARREN, NJ",46.52%,24.56%,4523
,"VAN BUREN, MI",51.49%,24.64%,6023
,"ALLEGANY, NY",52.16%,33.29%,2358
,"GREENE, NY",47.44%,27.85%,2445
,"ONONDAGA, NY",47.00%,19.98%,13097
,"LINN, MO",53.85%,22.65%,234
,"SHARKEY, MS",47.17%,24.53%,53
,"CUMING, NE",40.00%,15.00%,140
,"CAMDEN, NC",50.26%,27.75%,573
,"CURRITUCK, NC",45.81%,21.40%,1528
,"CUMBERLAND, NJ",48.95%,21.15%,2619
,"PENDER, NC",49.10%,28.91%,2542
,"FORREST, MS",53.85%,25.70%,8588
,"BELL, KY",60.42%,31.83%,619
,"MONTGOMERY, MO",-,-,10 or fewer
,"CARLISLE, KY",59.93%,34.68%,297
,"QUEEN ANNES, MD",44.06%,30.00%,2240
,"BLAINE, MT",47.69%,21.54%,65
,"KNOX, NE",46.20%,16.46%,158
,"ALLEGHANY, NC",47.19%,29.21%,89
,"FLEMING, KY",56.70%,36.75%,351
,"HURON, MI",31.43%,15.71%,70
,"CASEY, KY",49.10%,24.32%,222
,"WEST CARROLL, LA",49.40%,23.49%,166
,"CAMPBELL, KY",46.14%,26.75%,9423
,"SCOTTS BLUFF, NE",52.31%,29.58%,1707
,"MARSHALL, MN",45.38%,23.76%,703
,"STANTON, NE",47.10%,10.32%,155
,"LEFLORE, MS",66.11%,42.75%,835
,"GRENADA, MS",54.51%,23.95%,1165
,"SAINTE GENEVIEVE, MO",47.69%,46.15%,65
,"DUNDY, NE",-,-,22
,"JEFFERSON, NE",54.02%,22.83%,311
,"LIVINGSTON, LA",54.24%,29.04%,12388
,"YANCEY, NC",50.83%,23.76%,181
,"GARDEN, NE",44.83%,-,29
,"UNION, MS",55.23%,22.18%,1885
,"PLAQUEMINES, LA",49.18%,28.78%,980
,"CHISAGO, MN",49.90%,27.28%,2892
,"MARIES, MO",49.04%,17.83%,314
,"DELAWARE, NY",49.60%,24.86%,2615
,"SCOTT, MO",59.34%,66.87%,1793
,"STEVENS, MN",43.78%,23.96%,217
,"BATH, KY",56.03%,32.62%,423
,"KIMBALL, NE",48.39%,29.03%,93
,"MEEKER, MN",46.50%,32.82%,585
,"SAINT CLAIR, MI",46.31%,21.90%,1868
,"FULTON, NY",47.60%,22.47%,1460
,"LINCOLN, NE",51.70%,21.51%,2613
,"CAMDEN, NJ",45.69%,23.51%,43760
,"BERRIEN, MI",48.85%,28.87%,10910
,"LEWIS, KY",56.48%,32.41%,108
,"DOUGLAS, NE",41.57%,19.55%,24763
,"SALEM, NJ",50.44%,23.65%,2474
,"ONEIDA, NY",46.91%,20.45%,11008
,"WILKIN, MN",49.38%,29.70%,569
,"CHEYENNE, NE",52.64%,21.57%,663
,"PHILLIPS, MT",52.00%,-,25
,"CHIPPEWA, MN",46.39%,36.36%,319
,"OREGON, MO",36.54%,30.77%,52
,"ASHE, NC",50.22%,23.51%,689
,"PONDERA, MT",53.28%,20.49%,122
,"SHERIDAN, MT",50.63%,27.85%,79
,"KENT, MD",49.20%,24.49%,874
,"ADAIR, KY",46.83%,28.78%,205
,"CLINTON, KY",47.59%,23.45%,145
,"KOOCHICHING, MN",49.82%,26.97%,823
,"BURLINGTON, NJ",42.91%,20.41%,33372
,"SHERIDAN, NE",51.92%,23.08%,52
,"ESSEX, NY",48.25%,15.74%,1569
,"DICKINSON, MI",50.94%,19.92%,1431
,"MCLEAN, KY",57.41%,35.19%,108
,"BOLIVAR, MS",54.07%,20.73%,246
,"RICHMOND, NC",48.08%,26.85%,391
,"AUDRAIN, MO",-,-,28
,"HAYWOOD, NC",39.35%,11.74%,460
,"BRISTOL, MA",48.02%,38.10%,27835
,"SANILAC, MI",50.43%,21.98%,232
,"PENNINGTON, MN",48.73%,29.75%,1375
,"JEFFERSON, LA",45.66%,22.96%,19531
,"CASS, MN",48.45%,24.99%,1705
,"TIOGA, NY",47.23%,22.79%,3760
,"FRANKLIN, ME",50.12%,27.71%,1736
,"GREELEY, NE",29.73%,-,37
,"ALCORN, MS",54.40%,23.19%,910
,"PULASKI, MO",48.52%,19.33%,2271
,"VERMILION, LA",53.43%,25.83%,2141
,"SOMERSET, ME",44.86%,20.88%,613
,"TIPPAH, MS",57.41%,24.17%,695
,"BENTON, MN",50.95%,37.20%,3309
,"WALDO, ME",48.77%,26.53%,1907
,"MADISON, NC",50.82%,22.76%,791
,"CHOUTEAU, MT",47.40%,17.71%,192
,"PERSHING, NV",41.59%,12.39%,113
,"MITCHELL, NC",51.64%,20.66%,213
,"WASHINGTON, ME",41.03%,22.44%,156
,"WAYNE, NY",46.83%,23.68%,8176
,"JEFFERSON, KY",47.88%,27.29%,66917
,"LIVINGSTON, NY",46.29%,24.87%,4604
,"BARRY, MI",47.68%,26.43%,4373
,"MCPHERSON, NE",-,-,15
,"LIBERTY, MT",41.94%,-,31
,"LEE, MS",51.42%,24.55%,6778
,"ASCENSION, LA",52.71%,31.07%,11091
,"OGEMAW, MI",45.61%,-,57
,"CARROLL, MD",41.55%,22.47%,2332
,"CARTER, MO",54.50%,67.77%,211
,"SAINT MARYS, MD",46.17%,19.25%,509
,"OTSEGO, NY",48.45%,23.73%,4122
,"WABASHA, MN",42.62%,22.95%,183
,"GLADWIN, MI",45.45%,27.27%,55
,"BURKE, NC",48.02%,24.87%,4725
,"WAYNE, MI",45.72%,24.67%,111342
,"ALLEN, LA",50.90%,26.16%,279
,"SULLIVAN, NH",46.33%,21.75%,2782
,"CALDWELL, LA",46.98%,21.48%,149
,"MILLER, MO",52.17%,-,46
,"BIG HORN, MT",50.88%,16.37%,171
,"SCOTLAND, MO",-,-,10 or fewer
,"ELKO, NV",49.40%,23.39%,1411
,"CAPE MAY, NJ",38.40%,18.68%,2388
,"SAINT MARY, LA",53.50%,24.12%,1542
,"ALLEGAN, MI",49.79%,27.55%,6767
,"AROOSTOOK, ME",48.29%,22.52%,1874
,"CALDWELL, NC",49.49%,26.29%,5132
,"METCALFE, KY",45.45%,33.33%,33
,"FORSYTH, NC",50.33%,28.23%,25351
,"LANDER, NV",45.33%,30.67%,75
,"GOLDEN VALLEY, MT",43.75%,-,32
,"BALTIMORE, MD",46.57%,32.33%,27423
,"CHARITON, MO",43.90%,-,41
,"STEUBEN, NY",49.01%,24.73%,7492
,"LEE, NC",51.25%,29.36%,2197
,"WADENA, MN",51.63%,23.37%,860
,"JESSAMINE, KY",51.29%,30.21%,3601
,"ONSLOW, NC",46.71%,26.77%,3145
,"PAMLICO, NC",46.58%,26.71%,161
,"WAYNE, NE",47.56%,7.80%,513
,"PUTNAM, MO",35.29%,-,51
,"MARQUETTE, MI",31.50%,8.66%,635
,"SIBLEY, MN",40.38%,21.15%,52
,"SULLIVAN, MO",50.00%,21.88%,64
,"TRAVERSE, MN",41.84%,25.53%,282
,"LOGAN, NE",37.84%,-,37
,"KENNEBEC, ME",41.08%,19.49%,2176
,"SCHUYLER, NY",45.22%,21.58%,973
,"BECKER, MN",47.07%,28.53%,2713
,"HAMPDEN, MA",45.94%,27.99%,14056
,"LYON, NV",47.35%,17.79%,3552
,"MACOMB, MI",44.08%,21.66%,44549
,"HANCOCK, MS",50.53%,20.41%,1793
,"MADISON, MS",46.71%,19.49%,6408
,"GUILFORD, NC",48.60%,25.47%,34318
,"BOURBON, KY",53.62%,35.27%,1962
,"CROW WING, MN",46.84%,23.88%,4234
,"MADISON, NE",47.07%,13.25%,2339
,"STANLY, NC",50.40%,30.55%,1244
,"LANCASTER, NE",43.00%,16.80%,17999
,"SOCORRO, NM",47.44%,19.23%,78
,"AVOYELLES, LA",48.88%,27.80%,223
,"SALINE, NE",51.28%,19.17%,819
,"SCHOOLCRAFT, MI",48.33%,25.83%,120
,"CRAVEN, NC",45.35%,28.06%,1914
,"PAWNEE, NE",48.15%,27.16%,81
,"LEWIS, MO",-,-,10 or fewer
,"BALTIMORE CITY, MD",41.14%,24.12%,27306
,"TODD, KY",-,-,18
,"CAPE GIRARDEAU, MO",53.24%,64.11%,4168
,"GASTON, NC",49.47%,37.14%,5856
,"TOOLE, MT",47.06%,-,68
,"PLATTE, MO",42.02%,17.02%,4631
,"CHAVES, NM",52.98%,26.06%,1646
,"OXFORD, ME",45.98%,26.70%,3045
,"BIG STONE, MN",41.36%,28.40%,162
,"HAMILTON, NY",40.45%,15.73%,89
,"SCHENECTADY, NY",45.00%,19.51%,4300
,"ROSEAU, MN",42.62%,20.15%,1166
,"SWIFT, MN",44.80%,34.94%,538
,"SWAIN, NC",54.17%,20.83%,72
,"EATON, MI",45.71%,23.06%,1470
,"WHEATLAND, MT",58.62%,-,29
,"POPE, MN",33.33%,22.87%,258
,"CLAY, NC",53.14%,26.57%,350
,"DIXON, NE",44.03%,13.21%,318
,"HANCOCK, KY",56.10%,27.64%,123
,"YATES, NY",49.76%,25.93%,1230
,"OLDHAM, KY",48.15%,27.08%,3678
,"CEDAR, NE",45.91%,15.30%,281
,"BROOME, NY",45.93%,20.90%,16911
,"EAST CARROLL, LA",56.72%,25.37%,67
,"BAY, MI",41.03%,22.80%,329
,"SAINT LOUIS, MN",45.64%,26.43%,14780
,"WINN, LA",52.78%,-,36
,"CLARE, MI",38.82%,22.94%,170
,"CATAHOULA, LA",42.22%,-,45
,"SAINT TAMMANY, LA",43.27%,21.62%,12058
,"EVANGELINE, LA",52.33%,31.63%,430
,"JASPER, MO",41.34%,12.77%,329
,"EAST BATON ROUGE, LA",48.27%,24.77%,34953
,"SHERBURNE, MN",48.48%,28.15%,5194
,"HOPKINS, KY",49.89%,34.32%,880
,"CALVERT, MD",44.13%,21.13%,426
,"ANDROSCOGGIN, ME",42.54%,21.88%,6578
,"TUSCOLA, MI",40.00%,17.21%,215
,"ALEXANDER, NC",45.43%,25.14%,350
,"CHRISTIAN, KY",40.98%,27.06%,388
,"MINERAL, NV",50.60%,22.89%,83
,"LAFAYETTE, LA",49.45%,25.45%,16095
,"KANDIYOHI, MN",47.60%,38.57%,3557
,"COLUMBIA, NY",44.32%,22.74%,2660
,"FAYETTE, KY",45.13%,26.74%,24669
,"SARATOGA, NY",42.75%,20.67%,13017
,"TERREBONNE, LA",53.64%,16.95%,2401
,"SUSSEX, NJ",40.50%,19.01%,605
,"POLK, MN",44.94%,27.09%,2481
,"HARRISON, MS",51.20%,19.62%,6902
,"JACKSON, MN",45.63%,26.57%,572
,"KALAMAZOO, MI",45.64%,21.10%,21849
,"JACKSON, LA",43.40%,23.58%,106
,"FREDERICK, MD",41.84%,15.35%,3375
,"INGHAM, MI",41.92%,20.06%,3564
,"HANCOCK, ME",40.05%,19.00%,442
,"CHEMUNG, NY",47.93%,24.88%,6290
,"HUBBARD, MN",43.59%,24.69%,1280
,"ATLANTIC, NJ",45.91%,19.68%,6787
,"STILLWATER, MT",39.20%,15.08%,199
,"RENVILLE, MN",44.50%,33.72%,427
,"ANOKA, MN",43.45%,23.77%,12298
,"WARREN, NY",44.45%,21.96%,2236
,"OTTER TAIL, MN",44.25%,28.03%,3971
,"KITTSON, MN",42.78%,24.65%,353
,"ALBANY, NY",44.13%,20.90%,20824
,"OHIO, KY",48.36%,21.31%,122
,"BANNER, NE",55.00%,-,20
,"CASCADE, MT",46.98%,13.95%,5869
,"WRIGHT, MN",43.50%,23.47%,4418
,"NEW MADRID, MO",46.14%,48.95%,570
,"CARLTON, MN",48.86%,28.17%,2190
,"YELLOWSTONE, MT",44.09%,20.22%,6736
,"QUAY, NM",43.75%,-,32
,"HENDERSON, NC",45.19%,18.77%,6227
,"DAWSON, MT",46.67%,31.11%,135
,"CALLAWAY, MO",37.21%,-,43
,"CECIL, MD",52.70%,29.69%,1647
,"MONROE, NY",41.31%,21.70%,82000
,"DAVIESS, KY",49.86%,22.53%,1753
,"LUNA, NM",40.28%,23.61%,72
,"CLARK, KY",49.20%,27.63%,1998
,"RALLS, MO",-,-,10 or fewer
,"LE SUEUR, MN",46.38%,23.19%,138
,"ALCONA, MI",-,-,29
,"AVERY, NC",47.30%,20.77%,833
,"MANISTEE, MI",42.97%,19.36%,377
,"COTTONWOOD, MN",42.93%,19.11%,764
,"LAFAYETTE, MS",48.34%,18.85%,2234
,"CLEARWATER, MN",41.38%,25.24%,737
,"CHASE, NE",45.59%,-,68
,"OSCODA, MI",-,-,27
,"ONTARIO, NY",43.12%,22.78%,8780
,"LEWIS AND CLARK, MT",42.98%,14.75%,4597
,"HUMBOLDT, NV",43.55%,16.13%,248
,"DAKOTA, NE",48.81%,23.33%,1389
,"BERNALILLO, NM",41.80%,19.79%,11756
,"MACON, MO",-,-,18
,"THOMAS, NE",43.75%,-,32
,"ESSEX, NJ",45.73%,18.73%,27096
,"ROSCOMMON, MI",33.78%,14.86%,74
,"FILLMORE, MN",41.53%,22.26%,301
,"STEARNS, MN",44.68%,32.39%,13129
,"KEITH, NE",41.87%,18.23%,203
,"BLAINE, NE",-,-,12
,"ORLEANS, LA",37.81%,18.48%,15817
,"CUSTER, MT",49.15%,23.50%,468
,"HOOKER, NE",37.50%,-,40
,"OCEAN, NJ",41.59%,13.22%,14351
,"REDWOOD, MN",44.43%,27.31%,835
,"KENT, MI",42.73%,25.10%,75497
,"BRONX, NY",41.01%,19.64%,14640
,"SUFFOLK, NY",40.63%,22.98%,43592
,"CUMBERLAND, KY",42.31%,-,26
,"COLFAX, NM",52.50%,37.50%,40
,"YELLOW MEDICINE, MN",42.97%,27.38%,263
,"NEW HANOVER, NC",39.02%,22.83%,11341
,"ROSEBUD, MT",50.30%,23.95%,167
,"YORK, ME",41.80%,20.58%,10843
,"DAKOTA, MN",42.20%,25.41%,13433
,"MISSAUKEE, MI",49.54%,25.69%,109
,"KNOX, ME",46.83%,21.39%,2697
,"HAYES, NE",-,-,11
,"FERGUS, MT",45.30%,18.80%,117
,"PERKINS, NE",46.05%,23.68%,76
,"HICKORY, MO",-,-,15
,"LYON, MN",43.15%,23.74%,438
,"IRON, MI",47.06%,16.99%,153
,"COLE, MO",34.07%,-,91
,"EUREKA, NV",-,-,21
,"MCLEOD, MN",48.66%,29.95%,187
,"VERNON, LA",42.45%,14.75%,278
,"IOSCO, MI",32.47%,18.18%,77
,"DOUGLAS, MN",36.77%,27.79%,1436
,"PIERCE, NE",45.51%,13.77%,334
,"BROADWATER, MT",38.86%,13.59%,368
,"ONTONAGON, MI",-,-,10 or fewer
,"CHESHIRE, NH",43.48%,19.33%,4713
,"POLK, NC",45.16%,18.19%,775
,"GOGEBIC, MI",45.45%,13.07%,176
,"RICE, MN",42.98%,27.25%,356
,"PIKE, MO",-,-,10 or fewer
,"TETON, MT",43.95%,12.56%,223
,"MACON, NC",42.60%,23.08%,169
,"CLAY, MN",46.03%,32.61%,6556
,"POWELL, MT",45.83%,-,72
,"HUDSON, NJ",33.43%,17.69%,28960
,"SAGADAHOC, ME",41.14%,20.13%,1947
,"LINCOLN, ME",43.34%,22.43%,2229
,"CATAWBA, NC",45.89%,27.21%,2543
,"CEDAR, MO",35.14%,-,37
,"MORA, NM",-,-,11
,"WEST FELICIANA, LA",49.16%,18.91%,476
,"GASCONADE, MO",40.58%,23.19%,69
,"LAPEER, MI",43.61%,20.75%,1566
,"OTTAWA, MI",43.83%,25.99%,21808
,"CARSON CITY, NV",42.15%,14.67%,2140
,"CABARRUS, NC",48.94%,31.59%,6363
,"SULLIVAN, NY",45.38%,17.58%,3561
,"JUDITH BASIN, MT",36.36%,-,44
