Session Title,DM in ICD10 and HbA1c 6.5+ by County Age 2025,,,
,"DOUGLAS, NV",2.73%,3.07%,586
,"RAVALLI, MT",-,-,125
,"KEITH, NE",-,-,163
,"DADE, MO",-,-,22
,"CARTER, KY",-,-,436
,"CHAUTAUQUA, NY",-,2.83%,953
,"SANDERS, MT",-,-,25
,"SAINT BERNARD, LA",-,1.77%,1129
,"WEBSTER, MO",-,-,352
,"POLK, MO",-,-,133
,"DAVIESS, KY",1.48%,2.35%,1489
,"CLARK, NV",0.56%,1.40%,21586
,"HANCOCK, KY",-,-,102
,"ELLIOTT, KY",-,-,136
,"CHERRY, NE",-,-,70
,"TOOLE, MT",-,-,43
,"OSAGE, MO",-,-,32
,"BARAGA, MI",-,-,13
,"EVANGELINE, LA",-,-,323
,"FRANKLIN, LA",-,-,242
,"KNOX, MO",-,-,10 or fewer
,"SHERIDAN, MT",-,-,54
,"LINCOLN, NE",0.91%,2.11%,1988
,"LA SALLE, LA",-,-,70
,"MISSOULA, MT",-,-,1252
,"VERNON, LA",-,-,198
,"CHASE, NE",-,-,54
,"ALGER, MI",-,-,47
,"LINCOLN, NV",-,-,10 or fewer
,"NEWTON, MO",-,-,63
,"IRON, MI",-,-,112
,"CATAHOULA, LA",-,-,48
,"BARRY, MO",-,-,92
,"PULASKI, MO",-,1.34%,1265
,"SAINT LOUIS, MO",0.78%,1.21%,2803
,"NEW YORK, NY",0.96%,1.53%,17758
,"LINCOLN, MT",-,-,18
,"CHARLEVOIX, MI",-,-,173
,"LAWRENCE, KY",-,-,255
,"GRANT, LA",-,-,41
,"EMMET, MI",-,5.48%,219
,"GREENUP, KY",-,5.41%,296
,"HOWELL, MO",-,-,81
,"BERKSHIRE, MA",-,-,469
,"ONTONAGON, MI",-,-,14
,"THOMAS, NE",-,-,22
,"LEELANAU, MI",-,-,121
,"CHRISTIAN, MO",-,-,466
,"CARTER, MT",-,-,15
,"ROCKLAND, NY",0.68%,1.16%,1898
,"DOUGLAS, MO",-,-,18
,"UNION, NM",-,-,10 or fewer
,"TANEY, MO",-,-,369
,"LAWRENCE, MO",-,-,163
,"LAKE, MT",-,-,56
,"LOGAN, NE",-,-,30
,"ANTRIM, MI",-,-,152
,"WARREN, KY",-,2.28%,879
,"SCHOOLCRAFT, MI",-,-,59
,"ALLEN, KY",-,-,117
,"OZARK, MO",-,-,12
,"BIENVILLE, LA",-,-,27
,"EDDY, NM",-,-,117
,"MARQUETTE, MI",-,-,551
,"TERREBONNE, LA",1.22%,2.63%,2054
,"DANIELS, MT",-,-,17
,"FLATHEAD, MT",-,-,183
,"RED RIVER, LA",-,-,11
,"SIMPSON, KY",-,-,142
,"BOYD, KY",-,3.23%,496
,"HOUGHTON, MI",-,-,128
,"LEA, NM",-,-,32
,"WESTCHESTER, NY",0.59%,0.94%,7228
,"ROSEAU, MN",-,-,798
,"GRAND TRAVERSE, MI",1.97%,2.63%,914
,"LIBERTY, MT",-,-,20
,"MIDLAND, MI",-,-,450
,"LOGAN, KY",-,-,60
,"BOONE, MO",-,-,597
,"RICHMOND, NY",0.57%,1.10%,3713
,"SANTA FE, NM",-,-,357
,"BOSSIER, LA",-,-,332
,"PUTNAM, NY",-,-,454
,"LOS ALAMOS, NM",-,-,67
,"CADDO, LA",-,2.01%,796
,"DE SOTO, LA",-,-,64
,"WARREN, MO",-,-,30
,"RANDOLPH, MO",-,-,11
,"JEFFERSON, MO",-,-,473
,"MONITEAU, MO",-,-,10 or fewer
,"SAINT CHARLES, MO",-,-,955
,None of the above,0.97%,1.50%,128554
,Total,1.34%,2.09%,2444728
≥ 25 and < 35 Years,"VANCE, NC",5.33%,8.18%,1577
,"BERTIE, NC",4.26%,6.93%,1197
,"SHELBY, MO",-,-,10 or fewer
,"WASHINGTON, NC",5.49%,8.54%,656
,"MARTIN, NC",4.76%,7.83%,1366
,"LENOIR, NC",3.53%,6.07%,4052
,"BLADEN, NC",4.21%,6.52%,2116
,"DONA ANA, NM",3.28%,6.29%,731
,"CLEVELAND, NC",5.10%,7.03%,2119
,"WARREN, NC",4.54%,7.13%,463
,"PERRY, MS",3.48%,4.43%,948
,"WEBSTER, MS",3.91%,7.28%,563
,"JEFFERSON DAVIS, MS",3.39%,4.68%,620
,"HERTFORD, NC",4.90%,7.49%,1509
,"CLAY, MS",4.76%,6.63%,1387
,"GRANVILLE, NC",4.89%,6.48%,3007
,"YAZOO, MS",3.85%,5.69%,1794
,"WILSON, NC",5.32%,7.00%,3457
,"YADKIN, NC",2.56%,3.23%,1951
,"WALTHALL, MS",3.88%,6.33%,695
,"MCDOWELL, NC",3.37%,4.81%,2079
,"SOMERSET, MD",3.42%,6.75%,1229
,"MERCER, MO",-,-,168
,"ANDERSON, KY",3.59%,5.11%,1449
,"TREASURE, MT",-,-,11
,"PENDLETON, KY",3.29%,4.35%,1126
,"MONTGOMERY, MS",4.21%,5.00%,380
,"KEMPER, MS",3.33%,5.71%,420
,"BEAUFORT, NC",3.53%,5.63%,3000
,"EDGECOMBE, NC",4.18%,6.95%,3686
,"CHOCTAW, MS",-,-,214
,"ALAMANCE, NC",3.22%,5.04%,15022
,"ROBESON, NC",3.52%,6.30%,8306
,"LAWRENCE, MS",4.35%,6.74%,712
,"POWELL, KY",6.31%,7.52%,412
,"GATES, NC",3.36%,5.03%,596
,"GRUNDY, MO",2.54%,5.41%,591
,"IRON, MO",-,-,130
,"STOKES, NC",2.88%,4.07%,2849
,"SCHOHARIE, NY",3.15%,4.23%,1844
,"ESTILL, KY",3.20%,5.95%,907
,"LUNA, NM",-,-,81
,"FREEBORN, MN",-,-,154
,"HINDS, MS",4.10%,5.91%,13089
,"KEYA PAHA, NE",-,-,10 or fewer
,"MADISON, NC",2.13%,3.38%,798
,"RIPLEY, MO",4.36%,6.71%,298
,"NEWTON, MS",3.46%,6.02%,1097
,"COVINGTON, MS",2.49%,4.63%,1123
,"SAMPSON, NC",3.84%,5.93%,2629
,"HOLMES, MS",4.17%,7.27%,935
,"NESHOBA, MS",3.78%,7.02%,1297
,"MARION, MS",4.09%,5.61%,1639
,"NANCE, NE",-,-,77
,"SURRY, NC",3.30%,4.53%,2451
,"GALLATIN, KY",3.11%,5.60%,643
,"ORLEANS, NY",2.64%,4.61%,2692
,"CHOWAN, NC",3.73%,5.95%,992
,"HUMPHREYS, MS",-,5.12%,254
,"WAYNE, NC",3.29%,5.69%,8302
,"SPENCER, KY",3.23%,4.77%,1175
,"LEAKE, MS",3.66%,5.64%,1365
,"SCOTT, MS",3.94%,6.54%,1040
,"SAINT FRANCOIS, MO",2.72%,4.32%,810
,"KNOX, KY",3.40%,8.13%,1649
,"CLARKE, MS",4.87%,6.91%,883
,"HOWARD, MO",-,-,10 or fewer
,"WASHINGTON, MD",2.90%,5.79%,11156
,"PIKE, MS",3.59%,5.59%,1950
,"GRANT, KY",2.84%,4.43%,2751
,"CHICKASAW, MS",3.81%,5.80%,1051
,"QUITMAN, MS",-,-,87
,"WORTH, MO",-,-,111
,"LEFLORE, MS",5.31%,7.44%,847
,"NELSON, KY",2.75%,4.29%,3197
,"HYDE, NC",-,-,145
,"RUTHERFORD, NC",3.55%,5.70%,1210
,"MISSISSIPPI, MO",4.73%,6.40%,656
,"CASWELL, NC",3.23%,5.96%,1023
,"DAVIDSON, NC",2.95%,4.26%,9220
,"MCKINLEY, NM",-,7.46%,201
,"ST JOHN THE BAPTIST, LA",2.66%,5.01%,2296
,"FRANKLIN, KY",3.90%,5.76%,3022
,"THURSTON, NE",10.97%,13.55%,155
,"IBERVILLE, LA",3.20%,6.49%,2311
,"UNION, KY",3.02%,6.61%,893
,"LAUREL, KY",4.36%,7.98%,2544
,"SULLIVAN, MO",-,-,64
,"CLAY, KY",4.22%,8.62%,1612
,"WASHINGTON, MO",-,-,66
,"LESLIE, KY",4.35%,6.52%,322
,"SENECA, NY",3.07%,5.02%,1533
,"ELKO, NV",3.89%,6.28%,1465
,"BIG HORN, MT",-,10.45%,201
,"LARUE, KY",2.72%,5.36%,1139
,"JEFFERSON, NY",3.20%,5.92%,625
,"DAVIE, NC",2.50%,4.06%,2119
,"FRANKLIN, NC",2.65%,3.98%,4420
,"COPIAH, MS",3.53%,5.29%,737
,"PEARL RIVER, MS",2.62%,4.58%,4282
,"TYRRELL, NC",-,6.10%,213
,"HERKIMER, NY",3.07%,4.70%,4174
,"WAYNE, NY",2.32%,4.04%,8269
,"LIVINGSTON, MO",3.59%,4.52%,863
,"ROWAN, NC",2.89%,4.49%,7572
,"NORTHAMPTON, NC",2.55%,4.67%,942
,"MEADE, KY",3.26%,4.89%,1655
,"BOYD, NE",-,-,24
,"WAYNE, MO",4.09%,6.68%,464
,"WILKES, NC",3.22%,4.44%,1305
,"HOLT, MO",-,-,193
,"LAKE, MI",2.78%,3.17%,504
,"REYNOLDS, MO",-,-,102
,"AITKIN, MN",2.77%,3.78%,687
,"WHITLEY, KY",3.14%,6.46%,3094
,"WASHINGTON, LA",3.67%,7.34%,2533
,"CARROLL, MS",-,4.53%,287
,"TRIMBLE, KY",3.08%,4.93%,487
,"JASPER, MS",3.36%,6.00%,417
,"DELAWARE, NY",2.34%,3.54%,2654
,"MERRICK, NE",3.48%,6.97%,402
,"CHENANGO, NY",2.68%,4.25%,3651
,"HARRISON, MO",-,-,158
,"CALDWELL, NC",3.00%,4.98%,5202
,"PASQUOTANK, NC",2.75%,4.12%,2914
,"GREENE, NC",3.72%,5.86%,888
,"OTSEGO, NY",2.95%,4.10%,4175
,"LIVINGSTON, NY",2.66%,3.60%,4662
,"LAUDERDALE, MS",3.00%,5.16%,4829
,"BRUNSWICK, NC",2.37%,3.94%,8192
,"AROOSTOOK, ME",2.78%,3.68%,1904
,"GENESEE, NY",2.76%,4.56%,4672
,"OSCEOLA, MI",2.14%,3.10%,1450
,"HAMILTON, NY",-,-,90
,"HARNETT, NC",3.12%,5.18%,7795
,"KENT, MD",3.49%,5.63%,888
,"CALHOUN, MS",3.06%,5.15%,718
,"COLUMBUS, NC",2.69%,5.01%,1856
,"BULLITT, KY",2.85%,4.14%,7583
,"GASTON, NC",4.90%,6.12%,5964
,"HALL, NE",4.10%,6.23%,1781
,"LOWNDES, MS",3.26%,6.12%,3560
,"PRENTISS, MS",2.69%,4.32%,1596
,"JONES, NC",-,8.49%,212
,"AMITE, MS",5.54%,9.23%,325
,"DEKALB, MO",2.89%,3.94%,381
,"ALLEGANY, NY",2.63%,4.39%,2394
,"POINTE COUPEE, LA",2.57%,5.23%,1243
,"PIKE, KY",3.44%,6.33%,3667
,"RANKIN, MS",2.69%,4.23%,8601
,"ITASCA, MN",3.06%,4.13%,3006
,"FRANKLIN, ME",2.90%,4.49%,1761
,"HENDERSON, KY",2.97%,4.89%,3433
,"FULTON, KY",-,-,300
,"SIMPSON, MS",4.23%,6.58%,851
,"OWEN, KY",3.50%,4.81%,457
,"TUNICA, MS",4.44%,6.27%,383
,"GENTRY, MO",-,3.16%,443
,"HARRISON, KY",4.10%,5.97%,586
,"DAVIESS, MO",-,5.00%,220
,"MARSHALL, KY",3.03%,4.54%,2245
,"HALIFAX, NC",2.54%,5.49%,3076
,"BOONE, KY",2.67%,3.80%,12735
,"CASS, MI",3.00%,4.40%,2298
,"BUTLER, MO",2.87%,4.64%,1919
,"MONROE, NY",2.60%,3.83%,82700
,"LAFAYETTE, MO",2.80%,4.96%,464
,"HILLSDALE, MI",2.72%,3.88%,1728
,"LENAWEE, MI",2.25%,3.58%,6572
,"MONTGOMERY, NY",3.66%,4.61%,1149
,"KENTON, KY",2.66%,3.86%,18071
,"JONES, MS",3.12%,5.62%,2081
,"WORCESTER, MD",2.15%,3.81%,2282
,"STEUBEN, NY",2.47%,3.79%,7597
,"NICHOLAS, KY",-,-,173
,"MUSSELSHELL, MT",-,-,116
,"PERQUIMANS, NC",1.80%,2.63%,723
,"CLINTON, MO",1.99%,3.82%,602
,"ESMERALDA, NV",-,-,10 or fewer
,"ROCKINGHAM, NC",3.09%,5.59%,6190
,"SCOTT, KY",2.75%,4.05%,3604
,"BRANCH, MI",2.39%,3.92%,2552
,"PERSON, NC",3.57%,6.72%,1876
,"MERCER, KY",3.02%,5.44%,662
,"COAHOMA, MS",5.78%,8.89%,225
,"BENTON, MO",-,-,55
,"HENRY, KY",2.17%,3.99%,1428
,"OCEANA, MI",2.55%,4.11%,2117
,"SMITH, MS",3.84%,5.37%,391
,"BERRIEN, MI",2.63%,3.78%,11107
,"PISCATAQUIS, ME",-,-,113
,"YATES, NY",2.09%,4.33%,1247
,"JEFFERSON, MS",-,-,98
,"CAROLINE, MD",2.16%,4.44%,2410
,"ANSON, NC",2.77%,5.97%,469
,"SCOTTS BLUFF, NE",3.42%,5.87%,1754
,"JACKSON, MO",2.34%,3.67%,29229
,"CUMBERLAND, NC",2.91%,5.35%,17873
,"CAMPBELL, KY",2.34%,3.38%,9611
,"NASH, NC",3.62%,6.23%,5745
,"HOKE, NC",2.98%,5.08%,1949
,"SUNFLOWER, MS",7.17%,9.56%,251
,"BUCHANAN, MO",2.51%,4.40%,6585
,"KEWEENAW, MI",-,-,10 or fewer
,"GRENADA, MS",3.20%,5.30%,1189
,"BRECKINRIDGE, KY",3.35%,5.39%,686
,"HARDIN, KY",2.72%,5.11%,10801
,"FURNAS, NE",-,-,72
,"TIOGA, NY",2.72%,4.11%,3818
,"CAMDEN, NJ",2.40%,3.76%,44467
,"BRACKEN, KY",-,3.72%,403
,"OXFORD, ME",2.77%,3.99%,3106
,"FARIBAULT, MN",4.06%,4.53%,640
,"WASHINGTON, NY",2.98%,4.95%,2386
,"WICOMICO, MD",2.57%,4.94%,7230
,"MILLE LACS, MN",3.39%,4.08%,1445
,"NORMAN, MN",2.69%,3.85%,520
,"MASON, MI",2.56%,3.57%,2184
,"LAMAR, MS",3.05%,3.86%,3808
,"WEST BATON ROUGE, LA",2.78%,4.93%,2192
,"MONROE, MS",2.51%,4.89%,2108
,"MECOSTA, MI",2.67%,3.54%,3111
,"JEFFERSON, KY",2.81%,4.08%,67965
,"FORSYTH, NC",2.66%,3.82%,25720
,"SAINT MARTIN, LA",2.26%,4.19%,2696
,"HARFORD, MD",2.55%,4.32%,11031
,"CAMDEN, NC",2.89%,3.90%,589
,"MADISON, MO",-,-,138
,"STONE, MS",2.80%,5.59%,751
,"TRAVERSE, MN",-,-,282
,"STEVENS, MN",-,5.88%,221
,"ONTARIO, NY",2.15%,3.31%,8855
,"NOBLES, MN",2.90%,4.05%,1656
,"MONROE, MI",1.88%,3.83%,10879
,"MAHNOMEN, MN",-,3.78%,370
,"CALHOUN, MI",2.62%,4.03%,8923
,"JACKSON, MI",2.59%,3.65%,13504
,"COTTONWOOD, MN",2.33%,4.15%,771
,"PITT, NC",3.90%,6.24%,11126
,"WASHINGTON, KY",4.64%,7.25%,345
,"PENOBSCOT, ME",2.45%,3.82%,4164
,"ONEIDA, NY",2.18%,4.42%,11272
,"STANTON, NE",-,-,158
,"YALOBUSHA, MS",4.08%,6.38%,564
,"KOOCHICHING, MN",2.77%,3.25%,830
,"RANDOLPH, NC",2.69%,4.97%,4869
,"VAN BUREN, MI",2.69%,3.53%,6093
,"TISHOMINGO, MS",3.15%,5.13%,1268
,"SHARKEY, MS",-,-,56
,"HOLT, NE",-,5.29%,208
,"GARRARD, KY",2.11%,5.15%,854
,"MADISON, MS",2.86%,4.41%,6513
,"CARTER, MO",-,-,216
,"GAGE, NE",2.79%,4.27%,1615
,"WEBSTER, KY",-,3.66%,519
,"WARREN, NJ",2.17%,3.45%,4556
,"LYON, KY",-,5.59%,322
,"CASS, NE",2.67%,4.06%,1159
,"EUREKA, NV",-,-,23
,"WINSTON, MS",3.69%,6.63%,407
,"AVERY, NC",2.26%,3.92%,842
,"FORREST, MS",2.91%,4.03%,8724
,"SHERMAN, NE",-,-,51
,"WILKIN, MN",2.76%,3.28%,580
,"RICHMOND, NC",5.24%,8.23%,401
,"BELL, KY",4.44%,7.92%,631
,"FRANKLIN, MS",-,-,127
,"HAMPDEN, MA",2.55%,4.06%,14572
,"WHEATLAND, MT",-,-,33
,"CAPE MAY, NJ",2.15%,3.33%,2464
,"POWELL, MT",-,-,82
,"WALDO, ME",2.41%,3.85%,1949
,"TALLAHATCHIE, MS",4.44%,6.85%,248
,"DESOTO, MS",3.21%,5.49%,8618
,"BUFFALO, NE",1.57%,3.89%,1336
,"RICHLAND, MT",2.80%,3.25%,892
,"JACKSON, KY",2.84%,7.68%,599
,"PONTOTOC, MS",2.22%,4.67%,1843
,"NODAWAY, MO",1.96%,3.55%,1324
,"CHEMUNG, NY",2.69%,4.32%,6394
,"GLADWIN, MI",-,-,60
,"CASS, MO",2.54%,4.18%,3229
,"MONTGOMERY, MO",-,-,10 or fewer
,"GREENE, NY",2.29%,3.65%,2494
,"GRANT, MN",-,-,325
,"JOHNSTON, NC",2.77%,4.66%,15477
,"LEE, KY",-,6.76%,207
,"LINN, MO",-,-,241
,"ITAWAMBA, MS",1.99%,4.29%,1609
,"GLOUCESTER, NJ",2.04%,3.23%,17364
,"EAST FELICIANA, LA",2.14%,4.97%,1026
,"GREENE, MS",3.01%,3.84%,365
,"KITTSON, MN",-,4.46%,359
,"COLUMBIA, NY",2.70%,4.36%,2707
,"ANDREW, MO",1.89%,3.86%,1061
,"SHELBY, KY",3.35%,4.64%,3643
,"LEWIS, NY",-,6.70%,179
,"JOHNSON, MO",3.02%,4.52%,663
,"MUSKEGON, MI",2.17%,3.58%,16644
,"PASSAIC, NJ",2.53%,5.06%,7784
,"WOLFE, KY",-,-,102
,"SAINT LAWRENCE, NY",2.62%,4.63%,6610
,"HENRY, MO",-,8.94%,123
,"WABASHA, MN",-,-,188
,"CLAIBORNE, MS",-,7.23%,166
,"FLOYD, KY",2.76%,6.30%,1524
,"CASS, MN",3.51%,4.60%,1739
,"SAINT JAMES, LA",3.40%,5.76%,764
,"YORK, ME",2.14%,3.21%,11050
,"STILLWATER, MT",-,-,214
,"HICKORY, MO",-,-,15
,"NEWAYGO, MI",2.01%,2.92%,3830
,"ATTALA, MS",3.29%,4.93%,852
,"BURLINGTON, NJ",2.08%,3.04%,34108
,"MINERAL, MT",-,-,18
,"CARROLL, MO",-,-,136
,"PETTIS, MO",-,-,116
,"MONTGOMERY, NC",-,6.64%,226
,"PERSHING, NV",-,-,122
,"KIMBALL, NE",-,-,95
,"HIDALGO, NM",-,-,10 or fewer
,"LINCOLN, KY",4.92%,7.26%,427
,"DORCHESTER, MD",2.58%,4.96%,2438
,"BROOME, NY",2.34%,3.55%,17156
,"RAMSEY, MN",3.28%,4.54%,20343
,"ROOSEVELT, NM",-,-,215
,"DUPLIN, NC",3.02%,5.12%,2852
,"MADISON, KY",2.83%,5.05%,7779
,"JEFFERSON DAVIS, LA",2.23%,5.16%,1298
,"BURKE, NC",2.77%,4.93%,4832
,"OKTIBBEHA, MS",1.99%,3.99%,1154
,"TATE, MS",2.94%,4.81%,749
,"SALEM, NJ",2.95%,3.90%,2510
,"MASON, KY",5.02%,10.03%,299
,"GUADALUPE, NM",-,-,36
,"WAYNE, MI",2.30%,4.31%,114323
,"CARROLL, KY",2.70%,4.25%,777
,"KNOX, ME",2.07%,3.31%,2751
,"WIBAUX, MT",-,-,13
,"MURRAY, MN",-,2.58%,426
,"SUFFOLK, MA",1.92%,2.89%,61368
,"SALINE, NE",2.63%,4.19%,836
,"MADISON, NY",2.14%,3.57%,1680
,"KNOTT, KY",-,8.31%,349
,"RENSSELAER, NY",2.60%,4.41%,11382
,"DUNKLIN, MO",4.76%,8.64%,567
,"ANNE ARUNDEL, MD",2.16%,3.93%,18581
,"MIDDLESEX, NJ",2.42%,4.23%,18287
,"MARSHALL, MS",3.19%,5.51%,1505
,"KANDIYOHI, MN",3.32%,4.43%,3614
,"WAYNE, MS",3.21%,6.15%,374
,"HUDSON, NJ",1.83%,3.51%,29610
,"CLAY, MO",2.76%,4.47%,8142
,"MENOMINEE, MI",1.87%,3.28%,1496
,"HICKMAN, KY",-,-,142
,"QUEEN ANNES, MD",1.80%,3.08%,2273
,"IOSCO, MI",-,-,79
,"REDWOOD, MN",2.95%,4.13%,848
,"SAINT HELENA, LA",-,6.42%,327
,"CHISAGO, MN",2.58%,3.16%,2912
,"CALDWELL, MO",-,-,251
,"HARLAN, KY",3.94%,7.27%,330
,"SIOUX, NE",-,-,12
,"LINCOLN, MS",3.38%,5.63%,710
,"SCHUYLER, NY",3.21%,4.92%,996
,"HENDERSON, NC",1.96%,3.34%,6342
,"LEE, MS",2.59%,4.37%,6912
,"CHATHAM, NC",2.88%,4.46%,3746
,"WARREN, MS",3.38%,5.27%,1006
,"SAINTE GENEVIEVE, MO",-,-,69
,"CHESHIRE, NH",2.14%,3.25%,4771
,"OSWEGO, NY",1.82%,4.17%,1151
,"HOWARD, NE",-,-,137
,"OWSLEY, KY",-,-,78
,"OTTER TAIL, MN",2.70%,3.34%,4042
,"MONTCALM, MI",2.35%,3.27%,5139
,"DE BACA, NM",-,-,10 or fewer
,"CEDAR, NE",-,3.90%,282
,"SIERRA, NM",-,-,111
,"TODD, MN",2.71%,3.84%,1511
,"CHEROKEE, NC",2.15%,4.82%,975
,"LIVINGSTON, KY",-,2.80%,571
,"WOODFORD, KY",2.46%,4.30%,977
,"NIAGARA, NY",2.27%,4.66%,6656
,"ADAMS, NE",3.37%,5.13%,2047
,"LINCOLN, ME",2.26%,3.46%,2257
,"ANOKA, MN",2.74%,3.88%,12271
,"YELLOWSTONE, MT",2.60%,3.37%,7467
,"JACKSON, MN",3.83%,5.39%,575
,"HUBBARD, MN",3.09%,3.63%,1295
,"PERRY, KY",3.53%,7.07%,368
,"ANDROSCOGGIN, ME",2.82%,3.99%,6698
,"IBERIA, LA",2.85%,4.84%,1858
,"GOLDEN VALLEY, MT",-,-,35
,"ISSAQUENA, MS",-,-,11
,"GOSPER, NE",-,-,26
,"YANCEY, NC",-,-,187
,"VERNON, MO",-,-,76
,"CHEYENNE, NE",2.21%,3.10%,678
,"BOX BUTTE, NE",-,6.78%,177
,"MOREHOUSE, LA",2.89%,8.66%,485
,"PANOLA, MS",2.42%,4.92%,1158
,"MACOMB, MI",2.14%,4.17%,45820
,"CURRITUCK, NC",1.80%,3.02%,1557
,"GUILFORD, NC",2.49%,4.51%,34904
,"ISANTI, MN",2.80%,4.09%,1248
,"FILLMORE, MN",-,3.57%,308
,"RAY, MO",3.95%,5.08%,354
,"MORA, NM",-,-,11
,"BUNCOMBE, NC",2.22%,3.14%,7619
,"CORTLAND, NY",1.94%,3.17%,2994
,"STANLY, NC",2.28%,3.85%,1272
,"PENNINGTON, MN",2.37%,4.24%,1393
,"SWIFT, MN",2.21%,3.69%,542
,"DIXON, NE",-,4.00%,325
,"SARPY, NE",2.38%,3.75%,9552
,"ASCENSION, LA",2.57%,4.09%,11208
,"TRANSYLVANIA, NC",2.02%,3.10%,1386
,"STODDARD, MO",2.28%,5.25%,1182
,"ALBANY, NY",2.55%,4.25%,21363
,"BOLLINGER, MO",3.06%,5.71%,490
,"SULLIVAN, NH",1.66%,3.00%,2832
,"PENDER, NC",1.90%,3.80%,2581
,"ROSCOMMON, MI",-,-,76
,"SOMERSET, NJ",2.14%,3.90%,8352
,"SCOTT, MO",3.55%,5.84%,1832
,"PEMISCOT, MO",4.24%,11.86%,472
,"MADISON, NE",2.23%,4.09%,2374
,"WASHINGTON, MS",5.70%,8.03%,386
,"SOMERSET, ME",2.37%,5.06%,632
,"UNION, MS",2.48%,4.45%,1933
,"GOGEBIC, MI",-,-,178
,"OLDHAM, KY",2.04%,3.25%,3725
,"DAKOTA, MN",2.62%,3.89%,13505
,"ONONDAGA, NY",2.27%,4.12%,13508
,"CUSTER, MT",-,4.28%,514
,"DOUGLAS, NE",3.01%,4.59%,25048
,"ASSUMPTION, LA",3.31%,5.85%,906
,"ROBERTSON, KY",-,-,36
,"MENIFEE, KY",-,-,113
,"GRAYSON, KY",3.45%,6.77%,753
,"CALDWELL, KY",-,3.18%,472
,"WARREN, NY",2.95%,5.01%,2274
,"LEE, NC",4.07%,6.38%,2258
,"DURHAM, NC",2.34%,3.59%,36675
,"NORFOLK, MA",2.18%,3.19%,16612
,"SAINT LOUIS, MN",2.24%,3.04%,15057
,"IONIA, MI",2.60%,3.71%,3993
,"DAKOTA, NE",4.57%,6.68%,1422
,"SCOTLAND, NC",4.58%,8.43%,415
,"MARION, KY",6.10%,9.59%,459
,"WEBSTER, NE",-,-,178
,"PINE, MN",1.53%,3.61%,915
,"ESSEX, MA",2.61%,3.79%,21585
,"ESSEX, NJ",2.23%,4.39%,27728
,"ROSEBUD, MT",-,-,184
,"OGEMAW, MI",-,-,58
,"SAGADAHOC, ME",1.51%,2.82%,1989
,"WYOMING, NY",2.45%,3.79%,1714
,"ROCKINGHAM, NH",2.38%,3.52%,4125
,"LANDER, NV",-,-,78
,"CLEARWATER, MN",2.16%,3.92%,740
,"FULTON, NY",3.35%,6.23%,1493
,"JEFFERSON, LA",1.78%,3.09%,20205
,"WADENA, MN",1.96%,2.88%,869
,"MORRILL, NE",-,-,127
,"BECKER, MN",2.55%,3.61%,2743
,"LINCOLN, NC",2.47%,3.67%,1660
,"BALTIMORE CITY, MD",2.37%,4.35%,28171
,"MONROE, MO",-,-,10 or fewer
,"YELLOW MEDICINE, MN",-,5.62%,267
,"KNOX, NE",-,-,161
,"BALTIMORE, MD",2.19%,3.88%,28135
,"EAST BATON ROUGE, LA",2.34%,4.16%,35401
,"DAWSON, NE",2.68%,4.87%,411
,"CURRY, NM",2.18%,3.37%,505
,"CARBON, MT",-,-,199
,"HOUSTON, MN",1.47%,1.68%,953
,"BENTON, MN",2.89%,3.85%,3354
,"ROCK, MN",2.14%,2.77%,795
,"BREATHITT, KY",-,11.21%,214
,"OTERO, NM",-,-,183
,"FAYETTE, KY",2.70%,4.34%,25051
,"BURT, NE",-,-,70
,"POLK, NC",2.03%,2.92%,788
,"MONTGOMERY, KY",2.96%,5.40%,574
,"MEAGHER, MT",-,-,58
,"CARROLL, MD",1.76%,4.02%,2387
,"MIDDLESEX, MA",1.90%,2.82%,80561
,"LEWIS, KY",-,-,105
,"CLAY, NE",3.87%,5.81%,310
,"FILLMORE, NE",-,-,122
,"KANABEC, MN",-,5.31%,207
,"MORGAN, MO",-,-,23
,"MONTMORENCY, MI",-,-,26
,"GARRETT, MD",1.93%,4.35%,1816
,"ANTELOPE, NE",-,-,215
,"CABARRUS, NC",2.58%,3.72%,6514
,"FRANKLIN, NE",-,-,73
,"MCCRACKEN, KY",2.52%,4.29%,5826
,"TORRANCE, NM",-,-,155
,"LEWIS, MO",-,-,10 or fewer
,"RICHARDSON, NE",-,-,103
,"TALBOT, MD",1.56%,3.48%,1982
,"PLATTE, MO",2.71%,3.45%,4720
,"LAFOURCHE, LA",2.05%,4.78%,2823
,"VALENCIA, NM",2.75%,4.56%,944
,"NOXUBEE, MS",3.57%,6.32%,364
,"JESSAMINE, KY",2.73%,4.74%,3695
,"KALAMAZOO, MI",2.24%,3.16%,22213
,"CIBOLA, NM",-,7.65%,170
,"ARENAC, MI",-,-,32
,"RALLS, MO",-,-,10 or fewer
,"SARATOGA, NY",2.25%,3.72%,13269
,"BOYLE, KY",4.51%,6.18%,599
,"AUDRAIN, MO",-,-,28
,"ERIE, NY",1.88%,4.31%,24108
,"BRONX, NY",1.77%,2.65%,14955
,"SILVER BOW, MT",2.47%,5.03%,2586
,"LYON, MN",-,4.31%,441
,"CHAVES, NM",2.23%,4.59%,1701
,"LIVINGSTON, LA",2.29%,4.20%,12538
,"SALINE, MO",-,-,44
,"ADAMS, MS",4.93%,6.58%,304
,"COLFAX, NE",-,-,116
,"CROW WING, MN",2.14%,2.56%,4305
