Session Title,"Opioid OD Heat Firearms in ED, State Month Age",,,,,,
Session ID,2776087,,,,,,
Data Model,Patients,,,,,,
Population Base,All Patients,,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Encounter Type: Emergency, Emergency to Inpatient",,,,,,
Session Date Range,1/1/2025 - 10/30/2025,,,,,,
Measure,Number of Patients,,,,,,
Export User,Stephanie Perniciaro,,,,,,
Date of Export,11/12/2025,,,,,,
,,,,,,,
,,,,,,,
,,,Diagnosis (Encounter),OPIOID OD,Heat,firearms initial,"Total: Total includes all data, including data from columns not currently displayed."
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4294
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4420
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4158
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4212
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,4590
,"Total: Total includes all data under the Virginia bucket, including data from rows not currently displayed.",2025,Jan,99,12,92,184018
,,,Feb,91,18,66,172927
,,,Mar,109,33,78,183769
,,,Apr,138,54,72,174561
,,,May,144,92,72,180566
,,,Jun,149,787,69,173323
,,,Jul,146,713,74,174905
,,,Aug,117,138,84,177245
,,,Sep,102,81,73,178422
,,,Oct 1 – Oct 30,87,36,44,143824
Michigan,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,23306
,,,Feb,10 or fewer,10 or fewer,10 or fewer,22937
,,,Mar,10 or fewer,10 or fewer,10 or fewer,22365
,,,Apr,10 or fewer,10 or fewer,10 or fewer,20623
,,,May,10 or fewer,10 or fewer,10 or fewer,21505
,,,Jun,10 or fewer,24,10 or fewer,18186
,,,Jul,10 or fewer,13,10 or fewer,16859
,,,Aug,10 or fewer,10 or fewer,10 or fewer,17180
,,,Sep,10 or fewer,10 or fewer,10 or fewer,19857
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,15012
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,18,18659
,,,Feb,10 or fewer,10 or fewer,14,16738
,,,Mar,10 or fewer,10 or fewer,26,17979
,,,Apr,10 or fewer,10 or fewer,16,17140
,,,May,10 or fewer,10 or fewer,20,18057
,,,Jun,10 or fewer,61,37,17350
,,,Jul,10 or fewer,34,35,18112
,,,Aug,10 or fewer,21,22,17792
,,,Sep,10 or fewer,10 or fewer,25,17796
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,12,12314
,≥ 25 and < 45 Years,2025,Jan,36,10 or fewer,36,42572
,,,Feb,34,10 or fewer,25,39137
,,,Mar,46,10 or fewer,21,41508
,,,Apr,50,10 or fewer,30,39753
,,,May,53,10 or fewer,34,41500
,,,Jun,53,132,47,40987
,,,Jul,55,95,55,43218
,,,Aug,43,45,45,42304
,,,Sep,37,10 or fewer,39,40149
,,,Oct 1 – Oct 30,27,10 or fewer,18,27215
,≥ 45 and < 65 Years,2025,Jan,31,10 or fewer,13,38223
,,,Feb,22,10 or fewer,11,35842
,,,Mar,35,10 or fewer,13,37504
,,,Apr,31,10 or fewer,17,35395
,,,May,36,10 or fewer,17,37160
,,,Jun,47,94,13,36725
,,,Jul,44,95,22,38460
,,,Aug,37,28,23,37763
,,,Sep,22,10 or fewer,21,35490
,,,Oct 1 – Oct 30,18,10 or fewer,10 or fewer,23374
,65 Years or more,2025,Jan,22,10 or fewer,10 or fewer,44274
,,,Feb,11,10 or fewer,10 or fewer,41837
,,,Mar,30,11,10 or fewer,44069
,,,Apr,14,15,10 or fewer,42936
,,,May,18,17,10 or fewer,45097
,,,Jun,14,86,10 or fewer,44006
,,,Jul,33,66,10 or fewer,44340
,,,Aug,24,39,10 or fewer,44042
,,,Sep,19,12,10 or fewer,41017
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,26417
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,5146
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5251
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5094
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4830
,,,May,10 or fewer,10 or fewer,10 or fewer,4797
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4675
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4745
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4467
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4598
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,4342
,"Total: Total includes all data under the Michigan bucket, including data from rows not currently displayed.",2025,Jan,93,14,75,172160
,,,Feb,70,18,62,161725
,,,Mar,118,19,74,168496
,,,Apr,102,28,73,160662
,,,May,111,41,80,168098
,,,Jun,115,397,108,161910
,,,Jul,140,304,123,165713
,,,Aug,107,141,107,163530
,,,Sep,81,35,96,158890
,,,Oct 1 – Oct 30,55,17,46,108662
Illinois,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,29028
,,,Feb,10 or fewer,10 or fewer,10 or fewer,25480
,,,Mar,10 or fewer,10 or fewer,10 or fewer,26872
,,,Apr,10 or fewer,10 or fewer,10 or fewer,25277
,,,May,10 or fewer,10 or fewer,10 or fewer,25657
,,,Jun,10 or fewer,30,10 or fewer,20337
,,,Jul,10 or fewer,26,10 or fewer,20127
,,,Aug,10 or fewer,15,10 or fewer,22951
,,,Sep,10 or fewer,10 or fewer,10 or fewer,25074
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,18892
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,22,18623
,,,Feb,10 or fewer,10 or fewer,30,16751
,,,Mar,11,10 or fewer,34,17960
,,,Apr,10 or fewer,10 or fewer,28,17693
,,,May,10 or fewer,10 or fewer,18,17699
,,,Jun,10 or fewer,67,40,16546
,,,Jul,10 or fewer,51,36,17027
,,,Aug,10 or fewer,32,42,18132
,,,Sep,10 or fewer,13,22,18987
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,22,14472
,≥ 25 and < 45 Years,2025,Jan,31,10 or fewer,43,38084
,,,Feb,30,10 or fewer,34,34274
,,,Mar,47,10 or fewer,44,37433
,,,Apr,40,10 or fewer,35,36013
,,,May,50,13,35,37253
,,,Jun,58,134,44,36856
,,,Jul,55,139,53,38255
,,,Aug,63,68,45,38539
,,,Sep,58,18,31,37579
,,,Oct 1 – Oct 30,41,10 or fewer,18,28151
,≥ 45 and < 65 Years,2025,Jan,38,10 or fewer,10 or fewer,34479
,,,Feb,52,10 or fewer,12,31588
,,,Mar,61,10 or fewer,10 or fewer,33476
,,,Apr,47,10 or fewer,13,32409
,,,May,54,10 or fewer,10 or fewer,33426
,,,Jun,74,124,13,33032
,,,Jul,48,128,10 or fewer,34112
,,,Aug,61,55,14,34488
,,,Sep,58,13,12,32956
,,,Oct 1 – Oct 30,37,10 or fewer,10 or fewer,24766
,65 Years or more,2025,Jan,11,10 or fewer,10 or fewer,41593
,,,Feb,11,10 or fewer,10 or fewer,38386
,,,Mar,20,10 or fewer,10 or fewer,40776
,,,Apr,10 or fewer,10 or fewer,10 or fewer,39205
,,,May,17,21,10 or fewer,41221
,,,Jun,29,129,10 or fewer,40042
,,,Jul,31,113,10 or fewer,40824
,,,Aug,28,58,10 or fewer,40780
,,,Sep,23,26,10 or fewer,40257
,,,Oct 1 – Oct 30,26,10 or fewer,10 or fewer,29994
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,5176
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5270
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4717
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4807
,,,May,10 or fewer,10 or fewer,10 or fewer,4649
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4570
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4527
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4299
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4652
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,4894
,"Total: Total includes all data under the Illinois bucket, including data from rows not currently displayed.",2025,Jan,85,10 or fewer,83,166969
,,,Feb,99,11,83,151730
,,,Mar,139,10 or fewer,95,161214
,,,Apr,101,14,92,155385
,,,May,128,56,69,159895
,,,Jun,169,484,104,151362
,,,Jul,138,458,111,154850
,,,Aug,157,228,109,159166
,,,Sep,147,78,73,159488
,,,Oct 1 – Oct 30,111,15,48,121161
Georgia,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,29950
,,,Feb,10 or fewer,10 or fewer,10 or fewer,26661
,,,Mar,10 or fewer,10 or fewer,10 or fewer,30053
,,,Apr,10 or fewer,10 or fewer,10 or fewer,27406
,,,May,10 or fewer,15,10 or fewer,27443
,,,Jun,10 or fewer,21,10 or fewer,20806
,,,Jul,10 or fewer,21,11,20599
,,,Aug,10 or fewer,15,10 or fewer,26752
,,,Sep,10 or fewer,12,10 or fewer,27659
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,22101
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,50,16127
,,,Feb,10 or fewer,10 or fewer,41,14634
,,,Mar,12,10 or fewer,56,16270
,,,Apr,10 or fewer,10 or fewer,38,15676
,,,May,12,11,53,15648
,,,Jun,10 or fewer,41,67,14718
,,,Jul,10 or fewer,73,71,15494
,,,Aug,10 or fewer,22,37,17009
,,,Sep,10 or fewer,11,38,16534
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,42,12623
,≥ 25 and < 45 Years,2025,Jan,44,10 or fewer,52,33522
,,,Feb,35,10 or fewer,56,30200
,,,Mar,45,10 or fewer,75,33248
,,,Apr,50,10 or fewer,58,32622
,,,May,47,13,65,34264
,,,Jun,33,96,61,33064
,,,Jul,35,149,57,34095
,,,Aug,40,47,50,34978
,,,Sep,23,22,63,33491
,,,Oct 1 – Oct 30,22,10 or fewer,38,25623
,≥ 45 and < 65 Years,2025,Jan,23,10 or fewer,22,29062
,,,Feb,25,10 or fewer,11,26453
,,,Mar,36,10 or fewer,25,28752
,,,Apr,25,10 or fewer,25,28076
,,,May,31,20,26,29101
,,,Jun,27,80,11,29038
,,,Jul,21,162,25,29095
,,,Aug,20,41,19,29219
,,,Sep,15,12,18,28049
,,,Oct 1 – Oct 30,22,10 or fewer,13,21359
,65 Years or more,2025,Jan,13,10 or fewer,10 or fewer,27421
,,,Feb,10 or fewer,10 or fewer,10 or fewer,24775
,,,Mar,14,13,10 or fewer,26916
,,,Apr,10 or fewer,17,10 or fewer,26341
,,,May,17,13,10 or fewer,27439
,,,Jun,14,56,10 or fewer,26762
,,,Jul,14,78,10 or fewer,26914
,,,Aug,10 or fewer,20,10 or fewer,26843
,,,Sep,10 or fewer,16,10 or fewer,25714
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,18940
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,4539
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4513
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4313
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4260
,,,May,10 or fewer,10 or fewer,10 or fewer,4122
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4120
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4154
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3943
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4024
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,4240
,"Total: Total includes all data under the Georgia bucket, including data from rows not currently displayed.",2025,Jan,91,10 or fewer,149,140609
,,,Feb,79,13,124,127221
,,,Mar,109,27,174,139529
,,,Apr,95,42,135,134371
,,,May,109,72,158,137994
,,,Jun,83,294,153,128494
,,,Jul,79,482,175,130327
,,,Aug,73,145,121,138716
,,,Sep,55,73,131,135451
,,,Oct 1 – Oct 30,58,19,108,104871
South Carolina,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,21068
,,,Feb,10 or fewer,10 or fewer,10 or fewer,18021
,,,Mar,10 or fewer,10 or fewer,10 or fewer,18553
,,,Apr,10 or fewer,10 or fewer,10 or fewer,16729
,,,May,10 or fewer,10 or fewer,10 or fewer,17143
,,,Jun,10 or fewer,17,10 or fewer,13628
,,,Jul,10 or fewer,21,10 or fewer,13480
,,,Aug,10 or fewer,16,10 or fewer,17038
,,,Sep,10 or fewer,10 or fewer,10 or fewer,18111
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,14592
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,37,15492
,,,Feb,10 or fewer,10 or fewer,30,13597
,,,Mar,10 or fewer,10 or fewer,41,14809
,,,Apr,13,10 or fewer,45,14122
,,,May,14,13,45,14162
,,,Jun,10 or fewer,73,50,13604
,,,Jul,10 or fewer,57,44,14371
,,,Aug,10 or fewer,24,41,15331
,,,Sep,10 or fewer,10 or fewer,36,15507
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,26,12216
,≥ 25 and < 45 Years,2025,Jan,33,10 or fewer,43,33506
,,,Feb,70,10 or fewer,21,29164
,,,Mar,53,10 or fewer,44,31708
,,,Apr,66,10 or fewer,52,30924
,,,May,62,21,69,32431
,,,Jun,67,150,60,31946
,,,Jul,53,202,46,33092
,,,Aug,40,45,42,33691
,,,Sep,47,18,35,32975
,,,Oct 1 – Oct 30,25,10 or fewer,40,26334
,≥ 45 and < 65 Years,2025,Jan,21,10 or fewer,17,29578
,,,Feb,27,10 or fewer,15,26840
,,,Mar,29,10 or fewer,19,28866
,,,Apr,38,14,12,28162
,,,May,31,20,21,28990
,,,Jun,36,150,22,29107
,,,Jul,43,197,27,29972
,,,Aug,24,36,15,30002
,,,Sep,23,20,13,29265
,,,Oct 1 – Oct 30,30,10 or fewer,13,23343
,65 Years or more,2025,Jan,10 or fewer,12,10 or fewer,31196
,,,Feb,10 or fewer,11,10 or fewer,28643
,,,Mar,16,10 or fewer,10 or fewer,30961
,,,Apr,10 or fewer,14,10 or fewer,29979
,,,May,15,27,10 or fewer,30991
,,,Jun,12,103,10 or fewer,30566
,,,Jul,14,147,10 or fewer,31325
,,,Aug,16,46,10 or fewer,31576
,,,Sep,14,23,10 or fewer,31433
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,25003
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,3187
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3507
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3107
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3104
,,,May,10 or fewer,10 or fewer,10 or fewer,2932
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2999
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2956
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2811
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2994
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,3162
,"Total: Total includes all data under the South Carolina bucket, including data from rows not currently displayed.",2025,Jan,69,18,114,134014
,,,Feb,111,20,76,119758
,,,Mar,107,17,117,127985
,,,Apr,126,42,120,122999
,,,May,127,85,153,126634
,,,Jun,125,493,144,121830
,,,Jul,119,626,137,125179
,,,Aug,86,169,116,130430
,,,Sep,90,71,103,130263
,,,Oct 1 – Oct 30,69,18,86,104642
New Jersey,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,22639
,,,Feb,10 or fewer,10 or fewer,10 or fewer,17901
,,,Mar,10 or fewer,10 or fewer,10 or fewer,19292
,,,Apr,10 or fewer,10 or fewer,10 or fewer,17565
,,,May,10 or fewer,10 or fewer,10 or fewer,17528
,,,Jun,10 or fewer,27,10 or fewer,15775
,,,Jul,10 or fewer,11,10 or fewer,14387
,,,Aug,10 or fewer,10 or fewer,10 or fewer,13446
,,,Sep,10 or fewer,10 or fewer,10 or fewer,15957
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,13021
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,13243
,,,Feb,10 or fewer,10 or fewer,10 or fewer,11677
,,,Mar,10 or fewer,10 or fewer,10 or fewer,12328
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11894
,,,May,10 or fewer,10 or fewer,10 or fewer,12513
,,,Jun,10 or fewer,47,10 or fewer,11507
,,,Jul,10 or fewer,30,10 or fewer,11489
,,,Aug,10 or fewer,10 or fewer,10 or fewer,11389
,,,Sep,10 or fewer,10 or fewer,10 or fewer,12514
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,9822
,≥ 25 and < 45 Years,2025,Jan,36,10 or fewer,13,29604
,,,Feb,39,10 or fewer,10 or fewer,25580
,,,Mar,39,10 or fewer,12,27401
,,,Apr,58,10 or fewer,12,26446
,,,May,55,10 or fewer,14,27856
,,,Jun,42,83,14,27363
,,,Jul,46,67,10 or fewer,27659
,,,Aug,66,13,10 or fewer,27117
,,,Sep,56,10 or fewer,10 or fewer,26846
,,,Oct 1 – Oct 30,39,10 or fewer,10 or fewer,20546
,≥ 45 and < 65 Years,2025,Jan,48,10 or fewer,10 or fewer,25664
,,,Feb,48,10 or fewer,10 or fewer,22569
,,,Mar,55,10 or fewer,10 or fewer,23632
,,,Apr,73,10 or fewer,10 or fewer,23200
,,,May,87,10 or fewer,10 or fewer,24579
,,,Jun,78,78,10 or fewer,24123
,,,Jul,70,58,10 or fewer,24045
,,,Aug,71,17,10 or fewer,23508
,,,Sep,64,10 or fewer,10 or fewer,23150
,,,Oct 1 – Oct 30,26,10 or fewer,10 or fewer,17499
,65 Years or more,2025,Jan,16,10 or fewer,10 or fewer,27939
,,,Feb,16,10 or fewer,10 or fewer,24931
,,,Mar,20,10 or fewer,10 or fewer,26297
,,,Apr,19,10 or fewer,10 or fewer,25647
,,,May,24,12,10 or fewer,26925
,,,Jun,21,82,10 or fewer,26284
,,,Jul,21,54,10 or fewer,26047
,,,Aug,27,19,10 or fewer,25847
,,,Sep,21,10 or fewer,10 or fewer,24982
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,18834
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,3936
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4160
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3901
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3880
,,,May,10 or fewer,10 or fewer,10 or fewer,3680
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3640
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3620
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3531
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3443
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,4001
,"Total: Total includes all data under the New Jersey bucket, including data from rows not currently displayed.",2025,Jan,102,10 or fewer,21,123008
,,,Feb,106,10 or fewer,18,106809
,,,Mar,119,10 or fewer,24,112839
,,,Apr,152,10 or fewer,25,108622
,,,May,168,24,28,113065
,,,Jun,143,319,27,108681
,,,Jul,138,221,22,107233
,,,Aug,172,62,17,104828
,,,Sep,143,22,15,106879
,,,Oct 1 – Oct 30,80,10 or fewer,13,83716
Colorado,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,24507
,,,Feb,10 or fewer,10 or fewer,10 or fewer,24603
,,,Mar,10 or fewer,10 or fewer,10 or fewer,24511
,,,Apr,10 or fewer,10 or fewer,10 or fewer,23238
,,,May,10 or fewer,10 or fewer,10 or fewer,23053
,,,Jun,10 or fewer,14,10 or fewer,17773
,,,Jul,10 or fewer,11,10 or fewer,16885
,,,Aug,10 or fewer,10 or fewer,10 or fewer,19979
,,,Sep,10 or fewer,10 or fewer,10 or fewer,21575
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,18029
,≥ 15 and < 25 Years,2025,Jan,11,10 or fewer,16,12241
,,,Feb,17,10 or fewer,12,11466
,,,Mar,20,10 or fewer,13,12350
,,,Apr,15,10 or fewer,16,12198
,,,May,14,10 or fewer,12,12112
,,,Jun,14,23,13,11673
,,,Jul,16,20,26,12141
,,,Aug,13,15,16,12692
,,,Sep,10 or fewer,10 or fewer,13,13450
,,,Oct 1 – Oct 30,12,10 or fewer,10 or fewer,10684
,≥ 25 and < 45 Years,2025,Jan,68,10 or fewer,18,24810
,,,Feb,68,10 or fewer,15,22665
,,,Mar,104,10 or fewer,22,25106
,,,Apr,100,10 or fewer,19,24235
,,,May,117,10 or fewer,21,25131
,,,Jun,95,43,17,24838
,,,Jul,64,44,17,25785
,,,Aug,73,32,20,26015
,,,Sep,62,10 or fewer,13,26019
,,,Oct 1 – Oct 30,54,10 or fewer,19,20332
,≥ 45 and < 65 Years,2025,Jan,23,10 or fewer,10 or fewer,17430
,,,Feb,27,10 or fewer,10 or fewer,15962
,,,Mar,33,10 or fewer,10 or fewer,17509
,,,Apr,38,10 or fewer,10 or fewer,16699
,,,May,36,10 or fewer,10 or fewer,17933
,,,Jun,30,30,13,17400
,,,Jul,23,25,13,17974
,,,Aug,33,25,10 or fewer,18692
,,,Sep,19,10 or fewer,10 or fewer,18403
,,,Oct 1 – Oct 30,26,10 or fewer,10 or fewer,14146
,65 Years or more,2025,Jan,10 or fewer,10 or fewer,10 or fewer,18430
,,,Feb,10 or fewer,10 or fewer,10 or fewer,17136
,,,Mar,13,10 or fewer,10 or fewer,19059
,,,Apr,10 or fewer,10 or fewer,10 or fewer,18310
,,,May,10 or fewer,10 or fewer,10 or fewer,19506
,,,Jun,15,27,10 or fewer,18951
,,,Jul,10 or fewer,24,10 or fewer,19385
,,,Aug,10 or fewer,19,10 or fewer,19560
,,,Sep,11,10 or fewer,10 or fewer,19998
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,15118
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,2032
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2093
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2057
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2091
,,,May,10 or fewer,10 or fewer,10 or fewer,1968
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1921
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1929
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1868
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1962
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,2269
,"Total: Total includes all data under the Colorado bucket, including data from rows not currently displayed.",2025,Jan,108,10 or fewer,43,99436
,,,Feb,119,10 or fewer,37,93911
,,,Mar,172,10 or fewer,44,100584
,,,Apr,162,10 or fewer,48,96762
,,,May,173,23,48,99695
,,,Jun,154,137,45,92547
,,,Jul,110,127,60,94088
,,,Aug,127,100,46,98791
,,,Sep,102,20,34,101393
,,,Oct 1 – Oct 30,99,10 or fewer,26,80574
Massachusetts,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,16382
,,,Feb,10 or fewer,10 or fewer,10 or fewer,13504
,,,Mar,10 or fewer,10 or fewer,10 or fewer,13865
,,,Apr,10 or fewer,10 or fewer,10 or fewer,12821
,,,May,10 or fewer,10 or fewer,10 or fewer,13635
,,,Jun,10 or fewer,16,10 or fewer,11827
,,,Jul,10 or fewer,10 or fewer,10 or fewer,10974
,,,Aug,10 or fewer,10 or fewer,10 or fewer,10581
,,,Sep,10 or fewer,10 or fewer,10 or fewer,12151
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,9746
,≥ 15 and < 25 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,10746
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9544
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10006
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9882
,,,May,10 or fewer,10 or fewer,10 or fewer,9780
,,,Jun,10 or fewer,35,10 or fewer,8914
,,,Jul,10 or fewer,14,10 or fewer,9300
,,,Aug,10 or fewer,10 or fewer,10 or fewer,9525
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10669
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,8552
,≥ 25 and < 45 Years,2025,Jan,29,10 or fewer,10 or fewer,23036
,,,Feb,30,10 or fewer,11,21072
,,,Mar,47,10 or fewer,10 or fewer,22136
,,,Apr,44,10 or fewer,10 or fewer,21736
,,,May,52,10 or fewer,10 or fewer,22355
,,,Jun,54,47,10 or fewer,21636
,,,Jul,62,38,10 or fewer,23026
,,,Aug,81,16,10 or fewer,22782
,,,Sep,60,10 or fewer,10 or fewer,22808
,,,Oct 1 – Oct 30,43,10 or fewer,10 or fewer,17519
,≥ 45 and < 65 Years,2025,Jan,14,10 or fewer,10 or fewer,20282
,,,Feb,19,10 or fewer,10 or fewer,19283
,,,Mar,24,10 or fewer,10 or fewer,19358
,,,Apr,37,10 or fewer,10 or fewer,18833
,,,May,39,10 or fewer,10 or fewer,19782
,,,Jun,39,40,10 or fewer,19413
,,,Jul,32,31,10 or fewer,20063
,,,Aug,38,10 or fewer,10 or fewer,20390
,,,Sep,34,10 or fewer,10 or fewer,20009
,,,Oct 1 – Oct 30,19,10 or fewer,10 or fewer,15467
,65 Years or more,2025,Jan,11,10 or fewer,10 or fewer,24457
,,,Feb,10 or fewer,10 or fewer,10 or fewer,22775
,,,Mar,10 or fewer,10 or fewer,10 or fewer,23605
,,,Apr,10 or fewer,10 or fewer,10 or fewer,23482
,,,May,10 or fewer,10 or fewer,10 or fewer,24301
,,,Jun,12,64,10 or fewer,23790
,,,Jul,10 or fewer,43,10 or fewer,23972
,,,Aug,17,18,10 or fewer,24297
,,,Sep,13,10 or fewer,10 or fewer,24241
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,18276
,No value,2025,Jan,10 or fewer,10 or fewer,10 or fewer,3121
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3189
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3143
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3038
,,,May,10 or fewer,10 or fewer,10 or fewer,2831
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2865
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2873
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2715
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2803
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,3215
,"Total: Total includes all data under the Massachusetts bucket, including data from rows not currently displayed.",2025,Jan,56,14,12,98015
,,,Feb,52,10 or fewer,14,89359
,,,Mar,79,13,10 or fewer,92106
,,,Apr,87,11,10 or fewer,89777
,,,May,104,19,10 or fewer,92674
,,,Jun,108,202,16,88432
,,,Jul,106,130,16,90196
,,,Aug,138,53,15,90279
,,,Sep,109,12,14,92671
,,,Oct 1 – Oct 30,69,15,10 or fewer,72764
Indiana,Less than 15 Years,2025,Jan,10 or fewer,10 or fewer,10 or fewer,12611
,,,Feb,10 or fewer,10 or fewer,10 or fewer,13433
,,,Mar,10 or fewer,10 or fewer,10 or fewer,12101
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11250
,,,May,10 or fewer,10 or fewer,10 or fewer,11412
,,,Jun,10 or fewer,12,10 or fewer,9630
,,,Jul,10 or fewer,12,10 or fewer,9684
,,,Aug,10 or fewer,10 or fewer,10 or fewer,11433
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11804
,,,Oct 1 – Oct 30,10 or fewer,10 or fewer,10 or fewer,8652
,≥ 15 and < 25 Years,2025,Jan,11,10 or fewer,26,9807
