,,,Aug,113,56,41,55481
,,,Sep,103,44,51,54339
,,,Oct,88,15,40,53458
,,,Nov,80,10 or fewer,55,51284
,,,Dec,68,10 or fewer,46,55542
Minnesota,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,10128
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9195
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8503
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8093
,,,May,10 or fewer,10 or fewer,10 or fewer,8980
,,,Jun,10 or fewer,10 or fewer,10 or fewer,7653
,,,Jul,10 or fewer,10 or fewer,10 or fewer,7969
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7594
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8227
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7851
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7994
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9640
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,7008
,,,Feb,10 or fewer,10 or fewer,10 or fewer,6119
,,,Mar,16,10 or fewer,10 or fewer,6094
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6237
,,,May,11,11,10 or fewer,6869
,,,Jun,10 or fewer,24,10 or fewer,6423
,,,Jul,10 or fewer,26,10 or fewer,6815
,,,Aug,10 or fewer,10 or fewer,11,6722
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6851
,,,Oct,10 or fewer,10 or fewer,10 or fewer,6835
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6481
,,,Dec,10 or fewer,10 or fewer,10 or fewer,6657
,≥ 25 and < 45 Years,2018,Jan,15,10 or fewer,10 or fewer,13952
,,,Feb,21,10 or fewer,10 or fewer,12548
,,,Mar,19,10 or fewer,10 or fewer,13564
,,,Apr,21,10 or fewer,12,13316
,,,May,23,27,10 or fewer,14158
,,,Jun,21,27,12,13914
,,,Jul,31,34,11,14534
,,,Aug,22,16,10 or fewer,14711
,,,Sep,31,10 or fewer,21,14189
,,,Oct,20,10 or fewer,10 or fewer,13823
,,,Nov,25,10 or fewer,16,12979
,,,Dec,39,10 or fewer,14,13965
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,11557
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10306
,,,Mar,10 or fewer,10 or fewer,10 or fewer,11502
,,,Apr,14,10 or fewer,10 or fewer,11244
,,,May,10 or fewer,15,10 or fewer,11630
,,,Jun,10 or fewer,24,10 or fewer,11501
,,,Jul,10 or fewer,28,10 or fewer,12143
,,,Aug,10 or fewer,20,10 or fewer,11915
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11508
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11318
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10686
,,,Dec,18,10 or fewer,10 or fewer,11721
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,10774
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9453
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10327
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10252
,,,May,10 or fewer,19,10 or fewer,10951
,,,Jun,10 or fewer,17,10 or fewer,10680
,,,Jul,10 or fewer,27,10 or fewer,11248
,,,Aug,10 or fewer,19,10 or fewer,10998
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10510
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10527
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10179
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10717
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1159
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1162
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1162
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1051
,,,May,10 or fewer,10 or fewer,10 or fewer,1136
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1047
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1015
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1139
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1085
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1188
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1084
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1153
,"Total: Total includes all data under the Minnesota bucket, including data from rows not currently displayed.",2018,Jan,32,10 or fewer,15,54574
,,,Feb,43,10 or fewer,16,48778
,,,Mar,44,10 or fewer,20,51145
,,,Apr,49,10 or fewer,27,50186
,,,May,44,80,18,53715
,,,Jun,37,101,23,51215
,,,Jul,48,123,18,53721
,,,Aug,38,67,26,53075
,,,Sep,49,31,36,52365
,,,Oct,42,10 or fewer,24,51537
,,,Nov,42,10 or fewer,27,49398
,,,Dec,68,10 or fewer,20,53850
Kentucky,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,11899
,,,Feb,10 or fewer,10 or fewer,10 or fewer,11521
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10314
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9685
,,,May,10 or fewer,10 or fewer,10 or fewer,10436
,,,Jun,10 or fewer,10 or fewer,10 or fewer,8107
,,,Jul,10 or fewer,10 or fewer,10 or fewer,8358
,,,Aug,10 or fewer,10 or fewer,10 or fewer,9397
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10437
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10341
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10191
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12070
,≥ 15 and < 25 Years,2018,Jan,21,10 or fewer,10 or fewer,6414
,,,Feb,24,10 or fewer,10 or fewer,6059
,,,Mar,17,10 or fewer,10 or fewer,6340
,,,Apr,18,10 or fewer,10 or fewer,6259
,,,May,16,15,10 or fewer,6622
,,,Jun,22,23,10 or fewer,5911
,,,Jul,21,33,10 or fewer,6077
,,,Aug,25,21,10 or fewer,6358
,,,Sep,19,10 or fewer,10 or fewer,6749
,,,Oct,12,10 or fewer,10 or fewer,6493
,,,Nov,14,10 or fewer,10 or fewer,5980
,,,Dec,13,10 or fewer,10 or fewer,6212
,≥ 25 and < 45 Years,2018,Jan,83,10 or fewer,10 or fewer,13279
,,,Feb,104,10 or fewer,10 or fewer,11975
,,,Mar,120,10 or fewer,10 or fewer,12866
,,,Apr,94,10 or fewer,10 or fewer,12580
,,,May,113,27,10 or fewer,13682
,,,Jun,106,55,10 or fewer,13266
,,,Jul,134,57,10 or fewer,13645
,,,Aug,131,33,10 or fewer,13657
,,,Sep,125,24,10 or fewer,13616
,,,Oct,101,10 or fewer,10 or fewer,13211
,,,Nov,76,10 or fewer,10 or fewer,12298
,,,Dec,99,10 or fewer,10 or fewer,12892
,≥ 45 and < 65 Years,2018,Jan,26,10 or fewer,10 or fewer,11958
,,,Feb,20,10 or fewer,10 or fewer,11067
,,,Mar,33,10 or fewer,10 or fewer,11632
,,,Apr,34,10 or fewer,10 or fewer,11452
,,,May,27,15,10 or fewer,12303
,,,Jun,27,50,10 or fewer,11888
,,,Jul,34,51,10 or fewer,12405
,,,Aug,48,23,10 or fewer,12301
,,,Sep,37,24,10 or fewer,12120
,,,Oct,26,10 or fewer,10 or fewer,11706
,,,Nov,22,10 or fewer,10 or fewer,11032
,,,Dec,25,10 or fewer,10 or fewer,11684
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,11486
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9850
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10620
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10584
,,,May,10 or fewer,10 or fewer,10 or fewer,11169
,,,Jun,10 or fewer,21,10 or fewer,10883
,,,Jul,10 or fewer,25,10 or fewer,11056
,,,Aug,10 or fewer,18,10 or fewer,10745
,,,Sep,10 or fewer,14,10 or fewer,10527
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10633
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10628
,,,Dec,10 or fewer,10 or fewer,10 or fewer,11677
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1543
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1484
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1389
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1294
,,,May,10 or fewer,10 or fewer,10 or fewer,1320
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1342
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1288
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1316
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1288
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1356
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1420
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1406
,"Total: Total includes all data under the Kentucky bucket, including data from rows not currently displayed.",2018,Jan,131,10 or fewer,16,56567
,,,Feb,149,10 or fewer,11,51950
,,,Mar,173,10 or fewer,19,53159
,,,Apr,151,10 or fewer,16,51851
,,,May,160,72,20,55524
,,,Jun,162,157,12,51394
,,,Jul,196,175,15,52825
,,,Aug,210,103,10 or fewer,53767
,,,Sep,186,73,14,54730
,,,Oct,145,28,10 or fewer,53733
,,,Nov,116,10 or fewer,12,51538
,,,Dec,144,10 or fewer,12,55938
Massachusetts,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,6569
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7009
,,,Mar,10 or fewer,10 or fewer,10 or fewer,6130
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6143
,,,May,10 or fewer,10 or fewer,10 or fewer,7771
,,,Jun,10 or fewer,10 or fewer,10 or fewer,6752
,,,Jul,10 or fewer,10 or fewer,10 or fewer,6864
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6532
,,,Sep,10 or fewer,10 or fewer,10 or fewer,7258
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7264
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7045
,,,Dec,10 or fewer,10 or fewer,10 or fewer,8779
,≥ 15 and < 25 Years,2018,Jan,12,10 or fewer,10 or fewer,5265
,,,Feb,13,10 or fewer,10 or fewer,5120
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4968
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5199
,,,May,17,10 or fewer,10 or fewer,6367
,,,Jun,11,10 or fewer,10 or fewer,5872
,,,Jul,16,11,10 or fewer,6139
,,,Aug,10 or fewer,20,10 or fewer,6268
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6542
,,,Oct,10 or fewer,10 or fewer,10 or fewer,6366
,,,Nov,11,10 or fewer,10 or fewer,5861
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5802
,≥ 25 and < 45 Years,2018,Jan,50,10 or fewer,10 or fewer,10828
,,,Feb,39,10 or fewer,10 or fewer,10041
,,,Mar,59,10 or fewer,10 or fewer,10376
,,,Apr,76,10 or fewer,10 or fewer,10448
,,,May,89,10 or fewer,10 or fewer,13277
,,,Jun,106,10 or fewer,10 or fewer,13067
,,,Jul,75,34,10 or fewer,13860
,,,Aug,91,26,10 or fewer,13901
,,,Sep,94,10 or fewer,10 or fewer,13063
,,,Oct,59,10 or fewer,10 or fewer,12896
,,,Nov,65,10 or fewer,10 or fewer,12292
,,,Dec,66,10 or fewer,10 or fewer,12733
,≥ 45 and < 65 Years,2018,Jan,23,10 or fewer,10 or fewer,9729
,,,Feb,18,10 or fewer,10 or fewer,8838
,,,Mar,19,10 or fewer,10 or fewer,9477
,,,Apr,26,10 or fewer,10 or fewer,9453
,,,May,31,10 or fewer,10 or fewer,11747
,,,Jun,38,10 or fewer,10 or fewer,11702
,,,Jul,25,15,10 or fewer,12652
,,,Aug,29,14,10 or fewer,12224
,,,Sep,26,10 or fewer,10 or fewer,11674
,,,Oct,25,10 or fewer,10 or fewer,11704
,,,Nov,26,10 or fewer,10 or fewer,11103
,,,Dec,32,10 or fewer,10 or fewer,11604
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,9748
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8833
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9799
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9655
,,,May,10 or fewer,10 or fewer,10 or fewer,11057
,,,Jun,10 or fewer,10 or fewer,10 or fewer,10621
,,,Jul,10 or fewer,29,10 or fewer,11208
,,,Aug,10 or fewer,12,10 or fewer,10908
,,,Sep,10 or fewer,10 or fewer,10 or fewer,10581
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10781
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10621
,,,Dec,10 or fewer,10 or fewer,10 or fewer,11200
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1114
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1269
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1197
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1190
,,,May,10 or fewer,10 or fewer,10 or fewer,1313
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1315
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1227
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1391
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1276
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1408
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1350
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1425
,"Total: Total includes all data under the Massachusetts bucket, including data from rows not currently displayed.",2018,Jan,89,10 or fewer,10 or fewer,43249
,,,Feb,71,10 or fewer,10 or fewer,41107
,,,Mar,90,10 or fewer,10 or fewer,41945
,,,Apr,117,10 or fewer,10 or fewer,42085
,,,May,145,23,13,51522
,,,Jun,159,23,11,49328
,,,Jul,123,97,14,51944
,,,Aug,137,76,10 or fewer,51221
,,,Sep,131,18,13,50389
,,,Oct,94,10 or fewer,12,50411
,,,Nov,105,10 or fewer,11,48264
,,,Dec,104,10 or fewer,10 or fewer,51539
Louisiana,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,9287
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8233
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8445
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7660
,,,May,10 or fewer,10 or fewer,10 or fewer,8073
,,,Jun,10 or fewer,10 or fewer,10 or fewer,6623
,,,Jul,10 or fewer,10 or fewer,10 or fewer,6423
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7630
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8014
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8971
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9172
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9005
,≥ 15 and < 25 Years,2018,Jan,11,10 or fewer,18,6928
,,,Feb,10 or fewer,10 or fewer,14,6367
,,,Mar,10 or fewer,10 or fewer,13,6847
,,,Apr,10 or fewer,10 or fewer,18,6594
,,,May,10 or fewer,15,20,6707
,,,Jun,10 or fewer,22,17,6120
,,,Jul,10 or fewer,40,14,6453
,,,Aug,10 or fewer,27,16,6722
,,,Sep,10 or fewer,17,20,6853
,,,Oct,10 or fewer,10 or fewer,10 or fewer,6984
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6499
,,,Dec,10 or fewer,10 or fewer,16,6468
,≥ 25 and < 45 Years,2018,Jan,39,10 or fewer,13,15322
,,,Feb,37,10 or fewer,14,13508
,,,Mar,50,10 or fewer,21,14139
,,,Apr,44,10 or fewer,11,14231
,,,May,53,50,16,14927
,,,Jun,57,55,17,14226
,,,Jul,50,60,22,14752
,,,Aug,46,55,18,14694
,,,Sep,55,37,11,14314
,,,Oct,51,11,10 or fewer,14432
,,,Nov,47,10 or fewer,21,13499
,,,Dec,49,10 or fewer,15,14148
,≥ 45 and < 65 Years,2018,Jan,11,10 or fewer,10 or fewer,12536
,,,Feb,15,10 or fewer,10 or fewer,11080
,,,Mar,19,10 or fewer,10 or fewer,11380
,,,Apr,14,10 or fewer,10 or fewer,11283
,,,May,12,15,10 or fewer,11847
,,,Jun,19,40,10 or fewer,11599
,,,Jul,16,51,10 or fewer,12113
,,,Aug,18,33,10 or fewer,11703
,,,Sep,10 or fewer,25,10 or fewer,11699
,,,Oct,14,10 or fewer,10 or fewer,11606
,,,Nov,10 or fewer,10 or fewer,10 or fewer,10845
,,,Dec,12,10 or fewer,10 or fewer,11562
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,9719
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8220
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8864
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8537
,,,May,10 or fewer,20,10 or fewer,8824
,,,Jun,10 or fewer,24,10 or fewer,8580
,,,Jul,10 or fewer,24,10 or fewer,8715
,,,Aug,10 or fewer,11,10 or fewer,8718
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8560
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8885
,,,Nov,10 or fewer,10 or fewer,10 or fewer,8552
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9535
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1286
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1300
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1127
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1120
,,,May,10 or fewer,10 or fewer,10 or fewer,1199
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1118
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1132
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1150
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1067
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1127
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1170
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1187
,"Total: Total includes all data under the Louisiana bucket, including data from rows not currently displayed.",2018,Jan,66,10 or fewer,36,55072
,,,Feb,57,10 or fewer,35,48701
,,,Mar,80,10 or fewer,41,50795
,,,Apr,73,15,39,49422
,,,May,82,109,45,51573
,,,Jun,90,150,41,48257
,,,Jul,72,184,43,49587
,,,Aug,77,133,44,50611
,,,Sep,75,95,38,50496
,,,Oct,74,24,17,52001
,,,Nov,69,10 or fewer,38,49733
,,,Dec,70,10 or fewer,33,51897
Mississippi,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,9251
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9883
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8503
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8687
,,,May,10 or fewer,10 or fewer,10 or fewer,8469
,,,Jun,10 or fewer,10 or fewer,10 or fewer,7209
,,,Jul,10 or fewer,11,10 or fewer,7056
,,,Aug,10 or fewer,10 or fewer,10 or fewer,8318
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8999
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9275
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9144
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9732
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,14,5818
,,,Feb,10 or fewer,10 or fewer,18,6017
,,,Mar,10 or fewer,10 or fewer,26,5689
,,,Apr,10 or fewer,10 or fewer,16,6033
,,,May,10 or fewer,17,14,6009
,,,Jun,10 or fewer,29,32,5670
,,,Jul,10 or fewer,45,19,5795
,,,Aug,10 or fewer,29,20,6187
,,,Sep,10 or fewer,24,15,6370
,,,Oct,10 or fewer,10 or fewer,18,6198
,,,Nov,10 or fewer,10 or fewer,19,5854
,,,Dec,10 or fewer,10 or fewer,24,5872
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,31,11250
,,,Feb,10 or fewer,10 or fewer,27,11236
,,,Mar,12,10 or fewer,28,11775
,,,Apr,10 or fewer,10 or fewer,23,12146
,,,May,10 or fewer,40,32,12762
,,,Jun,12,79,30,12246
,,,Jul,10 or fewer,79,28,12712
,,,Aug,10 or fewer,37,36,12748
,,,Sep,10 or fewer,29,37,12544
,,,Oct,10 or fewer,10 or fewer,30,12494
,,,Nov,10 or fewer,10 or fewer,29,11627
,,,Dec,10 or fewer,10 or fewer,32,12102
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,9875
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9823
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10257
,,,Apr,10 or fewer,10 or fewer,15,10447
,,,May,10 or fewer,35,10 or fewer,10782
,,,Jun,10 or fewer,62,10 or fewer,10450
,,,Jul,10 or fewer,73,10 or fewer,11103
,,,Aug,10 or fewer,54,10 or fewer,10938
,,,Sep,10 or fewer,23,10 or fewer,10701
,,,Oct,10 or fewer,12,10 or fewer,10591
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9970
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10625
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,7166
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7672
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8023
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8122
,,,May,10 or fewer,10 or fewer,10 or fewer,8275
,,,Jun,10 or fewer,19,10 or fewer,8045
,,,Jul,10 or fewer,39,10 or fewer,8316
,,,Aug,10 or fewer,16,10 or fewer,8232
,,,Sep,10 or fewer,14,10 or fewer,8280
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8357
,,,Nov,10 or fewer,10 or fewer,10 or fewer,8220
,,,Dec,10 or fewer,10 or fewer,10 or fewer,8695
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1026
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1054
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1089
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1044
,,,May,10 or fewer,10 or fewer,10 or fewer,1081
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1066
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1003
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1056
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1019
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1068
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1080
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1146
,"Total: Total includes all data under the Mississippi bucket, including data from rows not currently displayed.",2018,Jan,13,10 or fewer,61,44383
,,,Feb,14,10 or fewer,53,45682
,,,Mar,17,10 or fewer,72,45332
,,,Apr,19,10 or fewer,62,46472
,,,May,20,101,58,47373
,,,Jun,22,194,77,44682
,,,Jul,10 or fewer,247,67,45982
,,,Aug,18,145,72,47471
,,,Sep,19,96,61,47906
,,,Oct,14,32,62,47978
,,,Nov,15,10 or fewer,59,45890
,,,Dec,19,10 or fewer,69,48168
South Carolina,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,8016
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8470
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7150
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6726
,,,May,10 or fewer,10 or fewer,10 or fewer,6792
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5954
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5814
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6069
,,,Sep,10 or fewer,10 or fewer,10 or fewer,7277
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7806
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7932
,,,Dec,10 or fewer,10 or fewer,10 or fewer,8135
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,12,5735
,,,Feb,10 or fewer,10 or fewer,19,5595
,,,Mar,10 or fewer,10 or fewer,11,5382
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5478
,,,May,10 or fewer,10 or fewer,12,5490
,,,Jun,10 or fewer,18,11,5251
,,,Jul,10 or fewer,16,20,5360
,,,Aug,10 or fewer,12,12,5457
,,,Sep,10 or fewer,15,16,5786
,,,Oct,10 or fewer,10 or fewer,17,6052
,,,Nov,10 or fewer,10 or fewer,14,5601
,,,Dec,10 or fewer,10 or fewer,19,5464
,≥ 25 and < 45 Years,2018,Jan,31,10 or fewer,25,11881
,,,Feb,22,10 or fewer,20,11076
,,,Mar,32,10 or fewer,17,11336
,,,Apr,34,10 or fewer,17,11285
,,,May,24,16,12,11853
,,,Jun,33,52,20,11900
,,,Jul,31,27,24,12161
,,,Aug,22,10 or fewer,20,12193
,,,Sep,29,12,16,11894
,,,Oct,34,10 or fewer,14,12093
,,,Nov,37,10 or fewer,22,11656
,,,Dec,31,10 or fewer,23,11936
,≥ 45 and < 65 Years,2018,Jan,13,10 or fewer,10 or fewer,10712
,,,Feb,13,10 or fewer,10 or fewer,9915
,,,Mar,20,10 or fewer,10 or fewer,10395
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10186
,,,May,13,13,10 or fewer,10875
,,,Jun,13,37,10 or fewer,10664
,,,Jul,13,29,10 or fewer,10921
,,,Aug,14,21,10 or fewer,10875
,,,Sep,11,12,10 or fewer,10724
,,,Oct,19,10 or fewer,10 or fewer,10853
,,,Nov,10 or fewer,10 or fewer,11,10167
,,,Dec,11,10 or fewer,10 or fewer,10863
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,8563
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8192
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8394
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8352
,,,May,10 or fewer,10 or fewer,10 or fewer,8618
,,,Jun,10 or fewer,17,10 or fewer,8611
,,,Jul,10 or fewer,20,10 or fewer,8856
,,,Aug,10 or fewer,11,10 or fewer,8635
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8741
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9063
,,,Nov,10 or fewer,10 or fewer,10 or fewer,8942
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9194
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1105
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1204
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1211
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1086
,,,May,10 or fewer,10 or fewer,10 or fewer,1164
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1162
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1062
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1109
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1102
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1239
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1244
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1349
,"Total: Total includes all data under the South Carolina bucket, including data from rows not currently displayed.",2018,Jan,50,10 or fewer,50,46003
,,,Feb,47,10 or fewer,49,44443
,,,Mar,65,10 or fewer,39,43860
,,,Apr,50,10 or fewer,35,43111
,,,May,45,42,34,44791
,,,Jun,57,132,37,43538
,,,Jul,58,94,51,44171
,,,Aug,50,54,46,44333
,,,Sep,51,50,43,45518
,,,Oct,65,16,41,47102
,,,Nov,58,10 or fewer,50,45535
,,,Dec,56,10 or fewer,55,46934
Oregon,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,7059
,,,Feb,10 or fewer,10 or fewer,10 or fewer,6188
