,,,Feb,10 or fewer,10 or fewer,10 or fewer,10548
,,,Mar,10 or fewer,10 or fewer,10 or fewer,12057
,,,Apr,18,10 or fewer,10 or fewer,12910
,,,May,11,10 or fewer,10 or fewer,13280
,,,Jun,14,30,10 or fewer,13555
,,,Jul,16,30,10 or fewer,14446
,,,Aug,10 or fewer,23,10 or fewer,14979
,,,Sep,10 or fewer,10 or fewer,10 or fewer,14082
,,,Oct,10 or fewer,10 or fewer,10 or fewer,14066
,,,Nov,11,10 or fewer,10 or fewer,13474
,,,Dec,15,10 or fewer,10 or fewer,14306
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,11130
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10059
,,,Mar,10 or fewer,10 or fewer,10 or fewer,11604
,,,Apr,10 or fewer,10 or fewer,10 or fewer,12075
,,,May,10 or fewer,10 or fewer,10 or fewer,12676
,,,Jun,10 or fewer,28,10 or fewer,13123
,,,Jul,10 or fewer,19,10 or fewer,14069
,,,Aug,10 or fewer,18,10 or fewer,14043
,,,Sep,10 or fewer,10 or fewer,10 or fewer,13366
,,,Oct,10 or fewer,10 or fewer,10 or fewer,13809
,,,Nov,10 or fewer,10 or fewer,10 or fewer,13335
,,,Dec,10 or fewer,10 or fewer,10 or fewer,13514
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1377
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1409
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1428
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1274
,,,May,10 or fewer,10 or fewer,10 or fewer,1366
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1386
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1501
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1499
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1666
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1730
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1802
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1958
,"Total: Total includes all data under the Wisconsin bucket, including data from rows not currently displayed.",2021,Jan,49,10 or fewer,21,49535
,,,Feb,42,10 or fewer,21,45170
,,,Mar,59,10 or fewer,23,52571
,,,Apr,68,10 or fewer,38,56639
,,,May,59,29,37,59697
,,,Jun,71,125,40,61246
,,,Jul,66,102,35,65665
,,,Aug,53,74,44,67023
,,,Sep,46,13,44,67908
,,,Oct,72,10 or fewer,29,66222
,,,Nov,48,10 or fewer,36,62635
,,,Dec,61,10 or fewer,27,66318
Kentucky,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,5428
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4787
,,,Mar,10 or fewer,10 or fewer,10 or fewer,6837
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7528
,,,May,10 or fewer,10 or fewer,10 or fewer,8574
,,,Jun,10 or fewer,10 or fewer,10 or fewer,9995
,,,Jul,10 or fewer,10 or fewer,10 or fewer,11593
,,,Aug,10 or fewer,10 or fewer,10 or fewer,14325
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11956
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10965
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11491
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12377
,≥ 15 and < 25 Years,2021,Jan,18,10 or fewer,10 or fewer,5040
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4550
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5479
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5896
,,,May,16,10 or fewer,10 or fewer,6092
,,,Jun,18,18,12,7206
,,,Jul,12,17,10 or fewer,7569
,,,Aug,10 or fewer,28,10 or fewer,8798
,,,Sep,15,10 or fewer,11,7915
,,,Oct,18,10 or fewer,10 or fewer,7496
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7298
,,,Dec,17,10 or fewer,10 or fewer,7687
,≥ 25 and < 45 Years,2021,Jan,73,10 or fewer,10 or fewer,11773
,,,Feb,78,10 or fewer,10 or fewer,10209
,,,Mar,80,10 or fewer,10 or fewer,11602
,,,Apr,70,10 or fewer,10 or fewer,12259
,,,May,77,10 or fewer,10 or fewer,12757
,,,Jun,102,48,12,15366
,,,Jul,116,46,15,16644
,,,Aug,120,43,16,18184
,,,Sep,113,15,20,16006
,,,Oct,83,10 or fewer,12,15036
,,,Nov,69,10 or fewer,10 or fewer,14602
,,,Dec,72,10 or fewer,10 or fewer,16333
,≥ 45 and < 65 Years,2021,Jan,37,10 or fewer,10 or fewer,10892
,,,Feb,27,10 or fewer,10 or fewer,9802
,,,Mar,30,10 or fewer,10 or fewer,11103
,,,Apr,31,10 or fewer,10 or fewer,11484
,,,May,36,10 or fewer,10 or fewer,11954
,,,Jun,53,42,10 or fewer,14455
,,,Jul,63,39,10 or fewer,15590
,,,Aug,43,45,10 or fewer,16065
,,,Sep,53,10 or fewer,10 or fewer,14260
,,,Oct,22,10 or fewer,10 or fewer,13694
,,,Nov,43,10 or fewer,10 or fewer,13310
,,,Dec,37,10 or fewer,10 or fewer,14748
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,10669
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9123
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10825
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10882
,,,May,10 or fewer,10 or fewer,10 or fewer,11489
,,,Jun,10 or fewer,28,10 or fewer,13268
,,,Jul,10 or fewer,27,10 or fewer,13999
,,,Aug,10 or fewer,18,10 or fewer,13738
,,,Sep,10 or fewer,10 or fewer,10 or fewer,12441
,,,Oct,10 or fewer,10 or fewer,10 or fewer,12839
,,,Nov,10 or fewer,10 or fewer,10 or fewer,13136
,,,Dec,10 or fewer,10 or fewer,10 or fewer,14422
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1387
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1521
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1445
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1360
,,,May,10 or fewer,10 or fewer,10 or fewer,1394
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1519
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1863
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2077
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2433
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2273
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2074
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2284
,"Total: Total includes all data under the Kentucky bucket, including data from rows not currently displayed.",2021,Jan,131,10 or fewer,17,45188
,,,Feb,119,10 or fewer,14,39989
,,,Mar,124,10 or fewer,18,47287
,,,Apr,116,10 or fewer,16,49404
,,,May,138,31,10 or fewer,52253
,,,Jun,180,141,37,61804
,,,Jul,197,131,29,67250
,,,Aug,180,140,31,73175
,,,Sep,190,31,41,65003
,,,Oct,128,10 or fewer,29,62294
,,,Nov,132,10 or fewer,15,61902
,,,Dec,132,10 or fewer,17,67842
Louisiana,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,7412
,,,Feb,10 or fewer,10 or fewer,10 or fewer,6616
,,,Mar,10 or fewer,10 or fewer,10 or fewer,8740
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9258
,,,May,10 or fewer,10 or fewer,10 or fewer,11218
,,,Jun,10 or fewer,10 or fewer,10 or fewer,10824
,,,Jul,10 or fewer,10 or fewer,10 or fewer,13276
,,,Aug,10 or fewer,10 or fewer,10 or fewer,12034
,,,Sep,10 or fewer,10 or fewer,10 or fewer,9883
,,,Oct,10 or fewer,10 or fewer,10 or fewer,10738
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11118
,,,Dec,10 or fewer,10 or fewer,10 or fewer,13806
,≥ 15 and < 25 Years,2021,Jan,13,10 or fewer,21,6820
,,,Feb,10 or fewer,10 or fewer,17,5845
,,,Mar,10 or fewer,10 or fewer,23,6921
,,,Apr,10 or fewer,10 or fewer,55,7063
,,,May,10 or fewer,10 or fewer,38,7458
,,,Jun,10 or fewer,24,37,7324
,,,Jul,10 or fewer,28,35,8787
,,,Aug,10 or fewer,20,27,8984
,,,Sep,10 or fewer,21,35,7233
,,,Oct,10 or fewer,10 or fewer,42,7560
,,,Nov,14,10 or fewer,38,7288
,,,Dec,10 or fewer,10 or fewer,43,9647
,≥ 25 and < 45 Years,2021,Jan,113,10 or fewer,26,14516
,,,Feb,80,10 or fewer,31,12275
,,,Mar,109,10 or fewer,23,14058
,,,Apr,113,10 or fewer,19,14627
,,,May,99,16,35,15654
,,,Jun,92,58,34,15506
,,,Jul,97,62,32,19048
,,,Aug,84,50,35,19394
,,,Sep,90,32,28,15319
,,,Oct,82,10 or fewer,34,14766
,,,Nov,85,10 or fewer,42,14421
,,,Dec,89,10 or fewer,39,19406
,≥ 45 and < 65 Years,2021,Jan,49,10 or fewer,10 or fewer,11789
,,,Feb,34,10 or fewer,10 or fewer,9779
,,,Mar,35,10 or fewer,10 or fewer,11108
,,,Apr,33,10 or fewer,10 or fewer,11194
,,,May,48,10 or fewer,10 or fewer,12551
,,,Jun,37,28,10 or fewer,12562
,,,Jul,47,39,12,14963
,,,Aug,64,45,10 or fewer,15774
,,,Sep,43,52,10 or fewer,13160
,,,Oct,42,10 or fewer,13,11910
,,,Nov,29,10 or fewer,10 or fewer,11499
,,,Dec,36,10 or fewer,10 or fewer,14286
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,10201
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8266
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9385
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9304
,,,May,10 or fewer,10 or fewer,10 or fewer,9959
,,,Jun,10 or fewer,22,10 or fewer,10142
,,,Jul,10 or fewer,22,10 or fewer,11136
,,,Aug,10 or fewer,20,10 or fewer,10704
,,,Sep,10 or fewer,54,10 or fewer,11003
,,,Oct,12,10 or fewer,10 or fewer,9940
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9784
,,,Dec,10 or fewer,10 or fewer,10 or fewer,11324
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1415
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1424
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1400
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1273
,,,May,10 or fewer,10 or fewer,10 or fewer,1230
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1372
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1370
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1644
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1924
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1426
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1364
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1471
,"Total: Total includes all data under the Louisiana bucket, including data from rows not currently displayed.",2021,Jan,184,10 or fewer,62,52147
,,,Feb,128,10 or fewer,57,44203
,,,Mar,162,10 or fewer,64,51605
,,,Apr,164,16,84,52712
,,,May,165,30,86,58068
,,,Jun,147,140,84,57723
,,,Jul,157,160,92,68573
,,,Aug,161,140,82,68521
,,,Sep,152,164,79,58516
,,,Oct,145,25,102,56334
,,,Nov,138,10 or fewer,91,55470
,,,Dec,140,10 or fewer,104,69927
Minnesota,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,4203
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4177
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5446
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6393
,,,May,10 or fewer,10 or fewer,10 or fewer,7631
,,,Jun,10 or fewer,22,10 or fewer,7638
,,,Jul,10 or fewer,14,10 or fewer,8503
,,,Aug,10 or fewer,10 or fewer,10 or fewer,8844
,,,Sep,10 or fewer,10 or fewer,10 or fewer,9735
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9601
,,,Nov,10 or fewer,10 or fewer,10 or fewer,8773
,,,Dec,10 or fewer,10 or fewer,10 or fewer,8717
,≥ 15 and < 25 Years,2021,Jan,22,10 or fewer,13,5302
,,,Feb,17,10 or fewer,11,4887
,,,Mar,20,10 or fewer,10 or fewer,5859
,,,Apr,24,10 or fewer,25,6205
,,,May,27,10 or fewer,23,6759
,,,Jun,26,24,14,6827
,,,Jul,21,13,17,7489
,,,Aug,25,11,22,7630
,,,Sep,18,10 or fewer,19,8082
,,,Oct,17,10 or fewer,19,7860
,,,Nov,20,10 or fewer,11,7064
,,,Dec,20,10 or fewer,15,7356
,≥ 25 and < 45 Years,2021,Jan,40,10 or fewer,15,11891
,,,Feb,47,10 or fewer,14,10814
,,,Mar,69,10 or fewer,16,12900
,,,Apr,51,10 or fewer,18,13640
,,,May,63,10 or fewer,31,14018
,,,Jun,67,80,25,14306
,,,Jul,63,34,39,16250
,,,Aug,53,16,19,17119
,,,Sep,77,10 or fewer,23,15938
,,,Oct,85,10 or fewer,20,15929
,,,Nov,48,10 or fewer,20,15028
,,,Dec,64,10 or fewer,14,15416
,≥ 45 and < 65 Years,2021,Jan,11,10 or fewer,10 or fewer,9874
,,,Feb,11,10 or fewer,10 or fewer,9270
,,,Mar,21,10 or fewer,10 or fewer,11099
,,,Apr,22,10 or fewer,10 or fewer,11511
,,,May,18,10 or fewer,10 or fewer,12003
,,,Jun,18,54,10 or fewer,11910
,,,Jul,27,45,10 or fewer,13702
,,,Aug,17,11,10 or fewer,14329
,,,Sep,15,10 or fewer,10 or fewer,13497
,,,Oct,25,10 or fewer,11,13502
,,,Nov,21,10 or fewer,10 or fewer,13083
,,,Dec,24,10 or fewer,10 or fewer,13116
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,9848
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9304
,,,Mar,10 or fewer,10 or fewer,10 or fewer,11049
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11529
,,,May,10 or fewer,10 or fewer,10 or fewer,12551
,,,Jun,10 or fewer,52,10 or fewer,12755
,,,Jul,10 or fewer,30,10 or fewer,14207
,,,Aug,10 or fewer,11,10 or fewer,14684
,,,Sep,10 or fewer,10 or fewer,10 or fewer,13898
,,,Oct,10 or fewer,10 or fewer,10 or fewer,14234
,,,Nov,10 or fewer,10 or fewer,10 or fewer,13344
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12971
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1128
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1232
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1283
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1262
,,,May,10 or fewer,10 or fewer,10 or fewer,1236
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1363
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1306
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1484
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1611
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1663
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1697
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1980
,"Total: Total includes all data under the Minnesota bucket, including data from rows not currently displayed.",2021,Jan,77,10 or fewer,35,42242
,,,Feb,77,10 or fewer,32,39679
,,,Mar,115,10 or fewer,33,47635
,,,Apr,103,10 or fewer,54,50537
,,,May,116,28,62,54194
,,,Jun,118,232,47,54797
,,,Jul,117,136,70,61448
,,,Aug,101,50,51,64083
,,,Sep,119,10 or fewer,57,62757
,,,Oct,133,10 or fewer,58,62782
,,,Nov,94,10 or fewer,41,58986
,,,Dec,113,10 or fewer,37,59549
Massachusetts,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3696
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3194
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4499
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4945
,,,May,10 or fewer,10 or fewer,10 or fewer,6568
,,,Jun,10 or fewer,10 or fewer,10 or fewer,6830
,,,Jul,10 or fewer,10 or fewer,10 or fewer,7108
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7406
,,,Sep,10 or fewer,10 or fewer,10 or fewer,8508
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8486
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7952
,,,Dec,10 or fewer,10 or fewer,10 or fewer,8521
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,4807
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4403
,,,Mar,13,10 or fewer,10 or fewer,5442
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5616
,,,May,10 or fewer,10 or fewer,10 or fewer,6058
,,,Jun,10 or fewer,10 or fewer,10 or fewer,6307
,,,Jul,10 or fewer,10 or fewer,10 or fewer,6534
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6669
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6969
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7115
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6550
,,,Dec,10 or fewer,10 or fewer,10 or fewer,7136
,≥ 25 and < 45 Years,2021,Jan,67,10 or fewer,10 or fewer,11661
,,,Feb,57,10 or fewer,10 or fewer,10550
,,,Mar,52,10 or fewer,10 or fewer,12003
,,,Apr,57,10 or fewer,10 or fewer,12694
,,,May,54,10 or fewer,11,13716
,,,Jun,63,27,10 or fewer,13742
,,,Jul,66,12,10 or fewer,14866
,,,Aug,67,10 or fewer,10 or fewer,15132
,,,Sep,49,10 or fewer,10 or fewer,13789
,,,Oct,58,10 or fewer,10 or fewer,13709
,,,Nov,52,10 or fewer,11,13174
,,,Dec,61,10 or fewer,10 or fewer,15406
,≥ 45 and < 65 Years,2021,Jan,30,10 or fewer,10 or fewer,10474
,,,Feb,27,10 or fewer,10 or fewer,9833
,,,Mar,29,10 or fewer,10 or fewer,10954
,,,Apr,28,10 or fewer,10 or fewer,11474
,,,May,32,10 or fewer,10 or fewer,11682
,,,Jun,24,26,10 or fewer,12530
,,,Jul,31,10 or fewer,10 or fewer,12818
,,,Aug,38,21,10 or fewer,12879
,,,Sep,37,10 or fewer,10 or fewer,12020
,,,Oct,25,10 or fewer,10 or fewer,12015
,,,Nov,39,10 or fewer,10 or fewer,11524
,,,Dec,28,10 or fewer,10 or fewer,12468
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,10240
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9215
,,,Mar,10 or fewer,10 or fewer,10 or fewer,10587
,,,Apr,10 or fewer,10 or fewer,10 or fewer,10567
,,,May,10 or fewer,10 or fewer,10 or fewer,11194
,,,Jun,10 or fewer,30,10 or fewer,11935
,,,Jul,10 or fewer,14,10 or fewer,12388
,,,Aug,10 or fewer,14,10 or fewer,12408
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11477
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11936
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11608
,,,Dec,10 or fewer,10 or fewer,10 or fewer,11884
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1748
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1630
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1635
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1625
,,,May,10 or fewer,10 or fewer,10 or fewer,1520
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1523
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1507
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1631
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1698
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1690
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1772
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1912
,"Total: Total includes all data under the Massachusetts bucket, including data from rows not currently displayed.",2021,Jan,105,10 or fewer,16,42625
,,,Feb,95,10 or fewer,11,38820
,,,Mar,99,10 or fewer,13,45112
,,,Apr,98,10 or fewer,11,46915
,,,May,95,16,18,50735
,,,Jun,96,98,14,52861
,,,Jul,106,38,17,55215
,,,Aug,117,53,13,56124
,,,Sep,97,10 or fewer,13,54455
,,,Oct,98,10 or fewer,13,54945
,,,Nov,103,10 or fewer,17,52575
,,,Dec,101,10 or fewer,12,57320
Maryland,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,2997
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2736
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3801
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4358
,,,May,10 or fewer,10 or fewer,10 or fewer,4601
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5276
,,,Jul,10 or fewer,10 or fewer,10 or fewer,6201
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6357
,,,Sep,10 or fewer,10 or fewer,10 or fewer,7640
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8274
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7435
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9717
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,11,4081
,,,Feb,10 or fewer,10 or fewer,15,3859
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4514
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4984
,,,May,10 or fewer,10 or fewer,23,4948
,,,Jun,10 or fewer,20,26,5656
,,,Jul,10 or fewer,10 or fewer,20,6239
,,,Aug,10 or fewer,18,17,6263
,,,Sep,10 or fewer,10 or fewer,11,6466
,,,Oct,10 or fewer,10 or fewer,22,7054
,,,Nov,10 or fewer,10 or fewer,21,6544
,,,Dec,10 or fewer,10 or fewer,22,8212
,≥ 25 and < 45 Years,2021,Jan,24,10 or fewer,17,10705
,,,Feb,41,10 or fewer,15,9469
,,,Mar,29,10 or fewer,14,11371
,,,Apr,58,10 or fewer,22,11908
,,,May,47,10 or fewer,29,12160
,,,Jun,52,33,28,13418
,,,Jul,42,44,25,15021
,,,Aug,50,23,30,15216
,,,Sep,41,10 or fewer,23,14161
,,,Oct,52,10 or fewer,38,15442
,,,Nov,34,10 or fewer,28,14815
,,,Dec,42,10 or fewer,25,19376
,≥ 45 and < 65 Years,2021,Jan,28,10 or fewer,10 or fewer,9925
,,,Feb,23,10 or fewer,10 or fewer,8889
,,,Mar,50,10 or fewer,10 or fewer,10426
,,,Apr,39,10 or fewer,10 or fewer,10739
,,,May,34,10 or fewer,10 or fewer,10684
,,,Jun,55,26,10 or fewer,11878
,,,Jul,42,39,10 or fewer,13108
,,,Aug,30,25,10 or fewer,13212
,,,Sep,40,10 or fewer,10 or fewer,12476
,,,Oct,39,10 or fewer,10 or fewer,13089
,,,Nov,33,10 or fewer,10 or fewer,12524
,,,Dec,36,10 or fewer,10 or fewer,15265
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,8743
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8077
,,,Mar,11,10 or fewer,10 or fewer,9218
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9147
,,,May,17,10 or fewer,10 or fewer,9532
,,,Jun,10 or fewer,27,10 or fewer,10374
,,,Jul,10 or fewer,33,10 or fewer,11199
,,,Aug,10 or fewer,21,10 or fewer,11176
,,,Sep,11,10 or fewer,10 or fewer,10652
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11519
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11216
,,,Dec,13,10 or fewer,10 or fewer,12499
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1387
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1393
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1369
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1456
,,,May,10 or fewer,10 or fewer,10 or fewer,1351
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1349
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1503
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1492
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1686
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1720
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1884
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2003
,"Total: Total includes all data under the Maryland bucket, including data from rows not currently displayed.",2021,Jan,65,10 or fewer,37,37835
,,,Feb,76,10 or fewer,40,34420
,,,Mar,99,10 or fewer,24,40694
,,,Apr,111,10 or fewer,33,42584
,,,May,107,24,63,43274
,,,Jun,121,111,66,47946
,,,Jul,101,130,61,53266
,,,Aug,90,90,56,53711
,,,Sep,101,20,47,53078
,,,Oct,104,10 or fewer,72,57096
,,,Nov,77,10 or fewer,62,54414
,,,Dec,93,10 or fewer,54,67064
New Jersey,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3134
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2781
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4015
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4534
,,,May,10 or fewer,10 or fewer,10 or fewer,5480
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5431
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5951
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6099
,,,Sep,10 or fewer,10 or fewer,10 or fewer,7444
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8006
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7156
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9047
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,3890
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3512
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4193
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4668
,,,May,10 or fewer,10 or fewer,10 or fewer,4698
,,,Jun,10 or fewer,13,10 or fewer,4712
,,,Jul,14,10 or fewer,10 or fewer,5139
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5180
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5869
,,,Oct,10 or fewer,10 or fewer,10 or fewer,6328
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5603
,,,Dec,10 or fewer,10 or fewer,10 or fewer,6930
,≥ 25 and < 45 Years,2021,Jan,32,10 or fewer,11,9667
,,,Feb,49,10 or fewer,10 or fewer,8655
,,,Mar,38,10 or fewer,10 or fewer,10146
,,,Apr,34,10 or fewer,10 or fewer,10694
,,,May,39,10 or fewer,13,10906
,,,Jun,32,34,12,11198
,,,Jul,43,31,12,11816
,,,Aug,45,11,10 or fewer,12456
,,,Sep,42,10 or fewer,10 or fewer,11909
,,,Oct,40,10 or fewer,13,12395
,,,Nov,29,10 or fewer,13,11850
,,,Dec,27,10 or fewer,14,15726
,≥ 45 and < 65 Years,2021,Jan,18,10 or fewer,10 or fewer,9420
,,,Feb,16,10 or fewer,10 or fewer,8795
,,,Mar,15,10 or fewer,10 or fewer,10170
,,,Apr,28,10 or fewer,10 or fewer,10536
,,,May,20,10 or fewer,10 or fewer,10469
,,,Jun,21,16,10 or fewer,10510
,,,Jul,28,17,10 or fewer,11222
,,,Aug,20,18,10 or fewer,11544
,,,Sep,23,10 or fewer,10 or fewer,11263
,,,Oct,27,10 or fewer,10 or fewer,11830
,,,Nov,17,10 or fewer,10 or fewer,11204
,,,Dec,22,10 or fewer,10 or fewer,14070
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,9143
